"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Comoros","COM","Population ages 65 and above, total","SP.POP.65UP.TO","6113","6195","6252","6284","6300","6299","6443","6572","6702","6822","6937","7164","7387","7604","7826","8063","8412","8789","9175","9551","9901","10282","10609","10899","11171","11420","11753","12079","12384","12676","12950","13328","13683","14030","14356","14665","15073","15445","15802","16136","16465","16890","17290","17665","18013","18340","18808","19252","19671","20038","20346","20774","21155","21528","21961","22493","23265","24115","25028","25998","27008","28230",
"Cabo Verde","CPV","Population ages 65 and above, total","SP.POP.65UP.TO","10209","10167","10158","10163","10177","10172","10294","10407","10512","10628","10784","11382","11962","12481","12913","13248","13547","13767","13922","14027","14066","14164","14269","14353","14367","14298","14236","14100","13983","14033","14322","14671","15226","15913","16634","17325","18116","18901","19701","20549","21468","22521","23575","24595","25504","26266","26487","26574","26565","26452","26234","25651","24956","24282","23813","23670","23865","24362","25064","25838","26608","27639",
"Costa Rica","CRI","Population ages 65 and above, total","SP.POP.65UP.TO","39873","41395","43055","44828","46667","48580","50729","52974","55307","57732","60260","63110","65978","68930","72031","75306","78988","82724","86523","90368","94266","98203","102276","106500","110875","115447","120448","125562","130908","136666","142976","149232","156016","163270","170862","178740","186716","194863","203256","211989","221134","230620","240470","250701","261297","272300","283434","294756","306649","319687","334218","349357","365962","383730","402137","420942","439248","457896","477439","498721","522305","546917",
"Caribbean small states","CSS","Population ages 65 and above, total","SP.POP.65UP.TO","168897","175068","181749","188665","195638","202721","208090","213638","219449","225383","231340","238181","244827","251566","258439","265170","274997","284718","294562","304317","313545","320298","326163","331665","336909","341474","345569","350030","355424","361872","369137","375430","381304","386787","392001","396999","404771","412494","420386","428565","437099","443839","450753","457816","464895","472037","481006","489914","499251","509687","521850","533141","545580","558927","572851","587199","603045","619314","636428","654954","675304","698628",
"Cuba","CUB","Population ages 65 and above, total","SP.POP.65UP.TO","332189","344355","355147","365973","379139","395845","413229","435303","460409","485669","509649","537567","562696","586154","610291","636276","661641","689095","717525","744393","768420","794382","815534","833876","852693","873701","887367","903135","920079","936725","952542","966482","981049","995362","1008410","1019971","1037354","1051209","1063771","1078156","1096028","1116413","1140215","1166861","1194967","1223951","1259950","1296030","1332354","1369431","1407781","1442741","1477125","1512224","1549773","1590738","1630947","1675724","1721835","1764052","1800186","1831912",
"Curacao","CUW","Population ages 65 and above, total","SP.POP.65UP.TO","6080","6065","6087","6097","6073","6006","6227","6443","6716","7038","7411","7735","7956","8090","8293","8405","8567","8700","8745","8829","8953","9151","9387","9580","9760","9938","10246","10474","10629","10759","10928","11148","11416","11773","12140","12535","13090","13615","13849","13838","13748","13681","14116","14858","15612","16567","17178","17768","18302","18772","19396","20225","20996","21926","23011","24201","25162","25972","26585","27031","27374","27686",
"Cayman Islands","CYM","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Population ages 65 and above, total","SP.POP.65UP.TO","33823","35194","36454","37216","37475","37642","41590","46213","51256","56483","61822","62336","62717","62947","63073","63180","63623","63960","64170","64208","64085","65207","66219","67175","68162","69265","70077","71177","72569","74181","75946","77739","79645","81737","84041","86534","88328","90219","92216","94302","96486","98727","101176","103984","107180","110634","113765","116899","120115","123485","127034","131239","135525","139922","144425","148989","153573","158259","163156","168379","173966","179206",
"Czechia","CZE","Population ages 65 and above, total","SP.POP.65UP.TO","898336","919998","946635","974648","1005189","1037062","1072490","1107489","1141239","1172639","1193928","1217971","1244417","1268269","1292663","1318139","1347816","1378906","1404372","1413534","1397168","1369578","1325990","1274986","1233339","1210400","1220902","1243466","1272226","1297534","1310267","1327036","1342645","1353734","1360928","1365042","1381249","1396437","1409119","1416624","1415468","1420125","1419937","1419244","1422583","1434010","1456611","1489366","1531157","1573941","1617276","1669592","1725821","1783049","1840978","1897761","1957049","2012594","2064425","2113110","2154868","2187528",
"Germany","DEU","Population ages 65 and above, total","SP.POP.65UP.TO","8354798","8574944","8794062","9014383","9232248","9469559","9726347","9949818","10172376","10428346","10634807","10879176","11146191","11383672","11571463","11686590","11877762","12053986","12192420","12263323","12253383","12179626","11980468","11716859","11472681","11317405","11298725","11358671","11487089","11665584","11840892","12044349","12245809","12424220","12545319","12639817","12845323","12989730","13111829","13289468","13555225","13916844","14349522","14800050","15213268","15560598","15917753","16210546","16441327","16626666","16807408","16621297","16748669","16884431","17058285","17332748","17530969","17665031","17793207","17917329","18035472","18269366",
"Djibouti","DJI","Population ages 65 and above, total","SP.POP.65UP.TO","1936","2045","2182","2343","2525","2724","2907","3108","3336","3579","3845","4072","4313","4613","4994","5489","5945","6523","7165","7818","8447","8914","9290","9662","10112","10703","11460","12367","13357","14342","15274","15914","16408","16816","17218","17668","18362","19117","19923","20751","21583","22438","23281","24126","24974","25856","26901","28013","29231","30599","32129","33559","35054","36575","38044","39440","40772","42074","43416","44872","46500","48357",
"Dominica","DMA","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Population ages 65 and above, total","SP.POP.65UP.TO","485558","496360","507842","519509","531113","542498","555835","568910","580905","592714","606042","622242","637315","652326","666245","678826","692370","705765","718490","729760","739011","748002","754925","760745","766276","772454","781467","789290","795094","799176","802053","803431","803595","802201","799531","797375","798705","798155","796723","794823","793134","797505","801279","805507","811818","821190","836745","855151","876807","900110","924671","948795","977951","1012174","1048019","1082558","1112520","1133366","1147890","1160864","1175844","1191394",
"Dominican Republic","DOM","Population ages 65 and above, total","SP.POP.65UP.TO","83833","86750","89595","92396","95206","98082","101764","105430","109119","112836","116631","121340","126036","130779","135614","140627","146717","152886","159154","165561","172165","180077","188044","196161","204542","213312","223385","233680","244222","255032","266180","278670","291233","303970","317077","330688","345521","360621","375957","391470","407180","424237","441283","458080","474282","489761","505525","520558","535429","550846","567336","585537","604515","624558","646050","669309","695524","723300","752701","783771","816598","850765",
"Algeria","DZA","Population ages 65 and above, total","SP.POP.65UP.TO","358353","377123","397834","418679","437446","453091","466890","478064","488069","498726","510984","529503","548825","567777","584867","599508","614065","626321","637504","649301","662693","681408","701851","722631","741854","758734","779280","798433","817791","839585","865300","895594","928191","963229","1001038","1041995","1093253","1149347","1209538","1272330","1337116","1395653","1453492","1511540","1570476","1630788","1693298","1756408","1821353","1889634","1963004","2019534","2080797","2149858","2231542","2329507","2436320","2556694","2686781","2821171","2956844","3086739",
"East Asia & Pacific (excluding high income)","EAP","Population ages 65 and above, total","SP.POP.65UP.TO","32691140","32818129","32990181","33296435","33476246","33646175","35154133","36692974","38274219","39847675","41367612","43131697","44813384","46456783","48082195","49688980","51767913","53823334","55923631","58067770","60208167","62757029","65317173","67790551","70091755","72289442","74503154","76608964","78650765","80753704","83061105","85349560","87921510","90709690","93570036","96403286","100088429","103443782","106594911","109754625","113026792","116158158","119379423","122587224","125557469","128234998","131296370","134088840","136787963","139633166","142807523","146904982","151331282","156268077","162153444","169237739","178084949","188176433","198761583","209065647","218636203","227502654",
"Early-demographic dividend","EAR","Population ages 65 and above, total","SP.POP.65UP.TO","32429091","33478737","34523722","35530488","36469009","37327391","38547700","39695016","40793244","41883125","42988780","44560389","46119396","47653130","49137089","50568045","52327949","54026065","55664181","57241283","58761801","60576171","62297082","63953687","65589306","67243060","69373395","71493349","73605273","75712716","77885307","80696829","83474062","86239996","89022316","91850522","95302694","98728471","102134343","105524614","108912937","112568411","116119932","119560671","122878069","126094628","129974325","133753373","137468095","141163568","144890228","149299904","153705504","158285423","163247536","168728330","175116350","181879490","188995095","196410986","204113415","212402364",
"East Asia & Pacific","EAS","Population ages 65 and above, total","SP.POP.65UP.TO","40262261","40613792","41024069","41571825","41993778","42405891","44184727","45983981","47842340","49711078","51535456","53774160","55854690","57901805","59960769","62013572","64586795","67179642","69843391","72550125","75221665","78329280","81399543","84359259","87169417","89936300","92762799","95540431","98308159","101185118","104293891","107449050","110894143","114574526","118359475","122144555","126821890","131166680","135328278","139481507","143762077","147949991","152224252","156479759","160471950","164176074","168263701","172059058","175829766","179818790","184286811","189658399","195491334","201891831","209243456","217761668","227984933","239406828","251295990","262904490","273705097","283506038",
"Europe & Central Asia (excluding high income)","ECA","Population ages 65 and above, total","SP.POP.65UP.TO","15406181","15854007","16308365","16785749","17302993","17871102","18468389","19103234","19773477","20464806","21168054","21985260","22744710","23483547","24261424","25099413","25985828","26948175","27864568","28561422","28957379","29150228","29045140","28794292","28618540","28606188","28868656","29226082","29714629","30373829","31174249","32263417","33537607","34816203","35843150","36504265","37104659","37326155","37379973","37529793","37923907","38755793","39796433","40846776","41546528","41708387","41819328","41576054","41190500","40899131","40810081","40969073","41242333","41646189","42174185","42867020","43939374","45147316","46435923","47752959","49015608","50470298",
"Europe & Central Asia","ECS","Population ages 65 and above, total","SP.POP.65UP.TO","55947437","57341072","58782237","60275274","61826484","63453200","65289572","67138750","69000069","70883739","72721180","74798762","76816778","78742995","80641447","82539463","84712248","86910237","88913951","90366510","91099768","91402601","90916091","90073613","89493000","89499608","90446456","91831613","93573293","95515831","97494384","99880631","102341859","104724915","106748010","108340354","110106524","111395794","112463758","113657479","115116169","117132301","119449082","121827942","123788314","125082884","126401289","127227255","127869595","128678103","129884170","131264418","133292884","135717887","138316355","140998346","143932017","146841904","149771150","152657379","155595659","158734594",
"Ecuador","ECU","Population ages 65 and above, total","SP.POP.65UP.TO","213508","218349","222446","226084","229687","233424","238190","242984","247760","252403","256884","262623","268165","273710","279560","285899","294259","302988","311821","320365","328434","337788","346592","355164","363905","373068","384143","395510","407299","419627","432622","447819","463599","479989","496952","514502","534723","555272","576254","597797","620034","643197","666975","691733","717898","745824","774369","804623","836119","868026","900021","930056","959693","991142","1027424","1070391","1115427","1166774","1222777","1280821","1339301","1398748",
"Egypt, Arab Rep.","EGY","Population ages 65 and above, total","SP.POP.65UP.TO","1011454","1049082","1089503","1132085","1175203","1218279","1263015","1306706","1349955","1394189","1440234","1488436","1537917","1588275","1638332","1687543","1740580","1791527","1841437","1891723","1943164","1999038","2055750","2114048","2174686","2238293","2305147","2373320","2442309","2512028","2582710","2662181","2741990","2822020","2901536","2980461","3071995","3156703","3235919","3311362","3383694","3456795","3528625","3595882","3652505","3696926","3750501","3789310","3827206","3883004","3966714","4099977","4251711","4412500","4569525","4716615","4860813","5003376","5147337","5296809","5456144","5662669",
"Euro area","EMU","Population ages 65 and above, total","SP.POP.65UP.TO","27040263","27658450","28288554","28937339","29601298","30295704","31104215","31888293","32668107","33457496","34193106","34993579","35785626","36523145","37211260","37855381","38665954","39454490","40157899","40646320","40859743","40929953","40660222","40242376","39948481","39951450","40392473","41092696","41978624","42926582","43827204","44806263","45731198","46585946","47359133","48107212","49002981","49835133","50633785","51479373","52409220","53363832","54412571","55496709","56528534","57452977","58391046","59247539","60051568","60833951","61715022","62370473","63465370","64751874","66069486","67333808","68436976","69447124","70445681","71373923","72429409","73516223",
"Eritrea","ERI","Population ages 65 and above, total","SP.POP.65UP.TO","27822","28342","28887","29428","29910","30311","31078","31783","32447","33093","33738","34707","35670","36626","37573","38523","39850","41146","42432","43726","45044","46714","48335","49943","51574","53236","55451","57650","59674","61356","62591","65235","67516","69580","71672","74034","75984","78139","80702","83887","87794","91358","95440","99776","104012","107855","112757","117034","120713","123920","126820","131254","","","","","","","","","","",
"Spain","ESP","Population ages 65 and above, total","SP.POP.65UP.TO","2501253","2554990","2608193","2661801","2722770","2792968","2877661","2973391","3074750","3165928","3258534","3350836","3432699","3510980","3589435","3670441","3771562","3875576","3977882","4072554","4157613","4241894","4316431","4387465","4465830","4558107","4674416","4798184","4928961","5064978","5204505","5344015","5498904","5660166","5825920","5997755","6153980","6319065","6483192","6632157","6761414","6831508","6928252","7041710","7154630","7280483","7414465","7571133","7725180","7842584","7943308","8100069","8252073","8382695","8514962","8660491","8790387","8920670","9068706","9260969","9462080","9616236",
"Estonia","EST","Population ages 65 and above, total","SP.POP.65UP.TO","127771","130427","133327","136345","139605","142995","146563","149791","153254","156811","160297","164622","168259","171285","174086","176831","179446","182244","184578","185463","184854","184418","182367","179456","176867","175365","175920","177250","178995","180974","182995","187765","190604","192091","193864","195399","197670","199488","200969","204979","209796","213969","218218","222165","225210","226994","228888","230034","230933","231965","233328","235436","237884","240674","243774","247586","250765","254429","259456","265262","270858","275919",
"Ethiopia","ETH","Population ages 65 and above, total","SP.POP.65UP.TO","584862","596636","606855","616796","628213","642009","665590","690920","717116","742961","767822","800047","831177","860122","885677","907263","950003","991053","1033149","1078016","1125833","1144111","1162340","1181689","1203262","1226959","1282207","1340681","1400039","1457715","1512906","1564742","1612792","1659194","1708142","1763004","1821882","1883853","1945623","2002930","2054011","2119565","2182323","2244337","2308490","2376992","2471926","2569754","2671703","2779281","2893410","3006445","3123788","3243853","3363804","3482261","3598126","3711049","3824092","3941462","4066140","4201564",
"European Union","EUU","Population ages 65 and above, total","SP.POP.65UP.TO","34029302","34870569","35748392","36665579","37610535","38579673","39686777","40764644","41823729","42894793","43916119","45012231","46120053","47176583","48185002","49146349","50296322","51408079","52377057","53028574","53287150","53310489","52883067","52261542","51817716","51779076","52376584","53309701","54468924","55662017","56766530","57985143","59125178","60213115","61210834","62148374","63294440","64349370","65347153","66367264","67400323","68508730","69700019","70954594","72128137","73156433","74223643","75144939","76005592","76909417","77963571","78917516","80374179","82078616","83836855","85538662","87152962","88649212","90111729","91497142","92985071","94448314",
"Fragile and conflict affected situations","FCS","Population ages 65 and above, total","SP.POP.65UP.TO","9079211","9380587","9656780","9917331","10176710","10442527","10783914","11128306","11474865","11816905","12151370","12573426","12969813","13349187","13725852","14106753","14588443","15077367","15549449","15965684","16306726","16643132","16884973","17080462","17278427","17504400","17914274","18340402","18791443","19273863","19815084","20448313","21118431","21768041","22321739","22772156","23257827","23626822","23938172","24266288","24652037","25268694","25934546","26603799","27198298","27680164","28331815","28891185","29395027","29895714","30419408","31085914","31752913","32427460","33107550","33840290","34838049","35854929","36892997","37952671","39044193","40270435",
"Finland","FIN","Population ages 65 and above, total","SP.POP.65UP.TO","324606","332540","341062","350283","359190","367394","378696","390666","402542","413007","422921","437513","454491","471337","487345","501949","519730","535958","550663","563385","574471","583222","591152","598519","605917","613868","624259","635062","646327","658037","669948","683936","697248","709210","719925","729453","739758","749443","758644","767443","776117","788950","801731","814387","827378","840795","853097","865117","879159","898271","924082","955510","993130","1033991","1073673","1109297","1142526","1172079","1198015","1222519","1247160","1272106",
"Fiji","FJI","Population ages 65 and above, total","SP.POP.65UP.TO","8513","8742","9058","9414","9744","10027","10376","10695","11005","11347","11732","12228","12721","13217","13727","14268","14789","15236","15613","15953","16286","17102","17964","18768","19384","19755","20370","20767","21009","21181","21352","21783","22221","22654","23070","23424","24298","25196","26077","26910","27698","28793","29835","30922","32166","33641","35082","36655","38306","39922","41432","42391","43035","43366","43403","43195","44822","46436","48147","50053","52150","54406",
"France","FRA","Population ages 65 and above, total","SP.POP.65UP.TO","5431926","5537258","5654168","5779623","5906290","6030105","6176308","6315070","6445207","6566302","6679047","6821954","6948041","7060581","7165157","7263708","7389805","7517273","7626241","7684230","7676404","7645926","7543519","7415922","7330907","7325866","7414589","7578144","7786883","7994203","8173980","8382292","8563475","8723113","8873880","9026725","9186161","9337780","9482290","9629373","9780945","9921083","10055839","10181451","10298428","10406840","10506632","10579719","10653762","10770640","10958455","11196672","11501591","11859164","12225198","12565056","12867160","13162103","13443620","13712978","13983659","14233470",
"Faroe Islands","FRO","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population ages 65 and above, total","SP.POP.65UP.TO","1543","1593","1633","1667","1705","1749","1807","1864","1922","1971","2004","2109","2216","2326","2454","2614","2602","2597","2593","2579","2556","2654","2744","2833","2913","2989","3079","3157","3237","3305","3379","3493","3582","3633","3667","3720","3819","3906","3965","3971","3919","3999","4061","4103","4126","4127","3980","3805","3617","3449","3312","3330","3390","3488","3609","3748","3991","4243","4502","4772","5050","5371",
"Gabon","GAB","Population ages 65 and above, total","SP.POP.65UP.TO","37866","38261","38559","38791","38967","39097","39507","39869","40153","40326","40362","40892","41303","41608","41819","41949","42498","42947","43341","43725","44125","44997","45862","46714","47514","48264","49375","50410","51413","52422","53482","54764","56009","57214","58364","59452","60627","61685","62615","63400","64040","64666","65071","65314","65433","65482","65835","66048","66188","66319","66456","67392","68349","69250","70022","70635","72401","74016","75529","77012","78542","80513",
"United Kingdom","GBR","Population ages 65 and above, total","SP.POP.65UP.TO","6166105","6263032","6361496","6452499","6538387","6628700","6756724","6888832","7017898","7138509","7253990","7416717","7562388","7688420","7798631","7898555","8033815","8157189","8267364","8357520","8417434","8480690","8498250","8500188","8517190","8559392","8648754","8752308","8858398","8949372","9015808","9100051","9153533","9183326","9202907","9218148","9252369","9278516","9303368","9330265","9359875","9417331","9475184","9535574","9604836","9685709","9802318","9917827","10044179","10199033","10400226","10632623","10896649","11177472","11452714","11704126","11913999","12082915","12225956","12370532","12512852","12689175",
"Georgia","GEO","Population ages 65 and above, total","SP.POP.65UP.TO","315020","312796","309540","305993","302959","300883","303724","307061","310854","314879","318893","328843","337699","345618","353876","362545","373513","385308","396475","406093","413094","416185","416454","415204","414008","414278","418037","422156","428809","436082","447060","471026","497745","525430","538901","536615","535098","532156","529642","527563","527289","532809","543790","555455","563242","565226","567286","563553","557105","546897","539258","533092","528872","528326","530648","534537","540417","547030","553970","560296","567837","577101",
"Ghana","GHA","Population ages 65 and above, total","SP.POP.65UP.TO","155592","161396","167434","173464","179121","184253","191295","197610","203439","209175","215080","223283","231581","239759","247449","254476","263672","271916","279626","287329","295419","305800","316579","327673","338887","350092","363456","376535","389422","402248","415166","430380","445523","460565","475378","489954","505006","518816","531572","543513","554857","568280","581010","593157","604653","615625","632836","649140","665541","683342","703246","729546","757341","785457","812067","836532","863201","888148","913522","942139","975799","1018599",
"Gibraltar","GIB","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population ages 65 and above, total","SP.POP.65UP.TO","120315","121309","121605","121329","120693","119791","122192","124283","125980","127161","127790","131348","134298","136707","138674","140273","144893","149107","152928","156374","159490","165163","170674","176079","181416","186712","194183","201738","209257","216550","223508","231629","239304","246576","253497","260109","266055","271317","275862","279624","282608","286345","288820","290241","290865","290851","295968","300854","305157","308325","310143","314301","317162","319783","323542","329213","339232","350781","363245","375718","387722","401515",
"Gambia, The","GMB","Population ages 65 and above, total","SP.POP.65UP.TO","7950","8171","8367","8534","8671","8783","9078","9342","9581","9788","9967","10383","10784","11169","11536","11883","12438","12984","13515","14022","14498","15052","15586","16156","16839","17669","18607","19649","20743","21798","22773","23956","25048","26075","27068","28071","29224","30374","31511","32651","33805","35119","36401","37669","38941","40233","41761","43252","44716","46184","47667","49339","51000","52599","54058","55351","56717","57935","59054","60123","61176","62545",
"Guinea-Bissau","GNB","Population ages 65 and above, total","SP.POP.65UP.TO","21704","22235","22728","23166","23526","23805","24227","24596","24967","25414","25974","26901","27891","28868","29733","30430","31111","31413","31368","31026","30401","30803","31200","31544","31786","31889","32212","32440","32573","32626","32613","33020","33338","33564","33688","33703","34137","34499","34785","34982","35108","35563","35938","36288","36667","37107","37948","38845","39732","40526","41211","42212","43095","43979","45052","46408","48444","50668","52925","55001","56792","58796",
"Equatorial Guinea","GNQ","Population ages 65 and above, total","SP.POP.65UP.TO","14525","14711","14826","14909","14986","15076","15323","15561","15719","15709","15489","15372","14992","14409","13708","12934","12618","12300","12064","11965","12021","12391","13052","13889","14750","15577","16130","16580","16964","17319","17702","18132","18508","18873","19266","19704","20138","20599","21080","21559","22027","22513","22984","23465","23969","24514","25049","25619","26189","26734","27240","27737","28160","28565","29039","29629","30481","31345","32173","32876","33411","34360",
"Greece","GRC","Population ages 65 and above, total","SP.POP.65UP.TO","587122","601747","616800","631771","647125","663288","704818","749077","795028","843046","894995","923635","955590","985921","1013830","1045301","1083727","1117553","1149314","1178426","1202269","1219122","1231893","1244184","1255814","1266607","1277088","1290593","1310117","1339150","1383001","1420177","1453482","1487122","1522894","1561635","1602984","1647192","1693539","1736299","1777608","1826755","1871042","1909185","1941580","1968170","2008188","2038600","2065201","2095061","2129940","2154021","2178520","2204213","2230470","2253017","2276958","2301432","2324235","2352473","2384554","2414570",
"Grenada","GRD","Population ages 65 and above, total","SP.POP.65UP.TO","4460","4543","4629","4696","4736","4750","4808","4864","4918","4970","5015","5229","5406","5550","5677","5796","5883","5970","6070","6204","6371","6395","6440","6464","6426","6295","6467","6636","6859","7196","7674","7642","7676","7721","7739","7714","7882","8039","8230","8478","8775","8891","9006","9111","9186","9239","9398","9568","9779","10055","10405","10399","10422","10456","10485","10505","10589","10648","10724","10839","11019","11326",
"Greenland","GRL","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population ages 65 and above, total","SP.POP.65UP.TO","108624","113147","117568","121938","126383","130934","136349","141797","147047","151805","155964","160652","164801","168622","172412","176378","181826","187435","193118","198826","204597","211784","219108","226689","234803","243683","254640","266256","278448","291095","304109","319653","334944","349878","364549","379069","395697","412499","429327","445715","461735","478794","494759","509755","524516","539376","553263","567769","582623","597336","611811","627978","643482","659813","678877","701673","726848","755517","786627","818410","850004","880533",
"Guam","GUM","Population ages 65 and above, total","SP.POP.65UP.TO","1090","1117","1149","1186","1235","1279","1319","1358","1401","1447","1484","1599","1726","1862","2018","2180","2311","2454","2619","2804","3004","3159","3321","3513","3735","3984","4192","4399","4625","4885","5181","5495","5815","6144","6463","6770","7099","7404","7701","8002","8315","8727","9132","9521","9861","10155","10444","10688","10928","11221","11585","12048","12570","13140","13732","14349","14969","15628","16328","17047","17780","18513",
"Guyana","GUY","Population ages 65 and above, total","SP.POP.65UP.TO","19476","20082","20720","21393","22050","22581","22971","23330","23774","24287","24712","25124","25482","25941","26519","27036","27418","27761","28244","28835","29308","29447","29678","30294","31092","31544","30526","29386","28710","28749","29254","29594","29773","29798","29700","29492","29874","30120","30243","30313","30439","31331","32339","33323","34084","34494","34535","34360","34165","34203","34603","36110","37913","39918","41996","44072","46073","48119","50248","52537","55055","57804",
"High income","HIC","Population ages 65 and above, total","SP.POP.65UP.TO","67009017","68655419","70328421","72021399","73741109","75477144","77503971","79501548","81487907","83496590","85495703","87922342","90176887","92350163","94497042","96623983","99105100","101607679","104027989","106148450","107792053","109146050","109915416","110427796","111154137","112400493","114397345","116795976","119475523","122243732","124964808","127862652","130589152","133217785","135699839","138108021","140697776","143164973","145560221","147962175","150413037","153115569","155874194","158676378","161478461","164249207","167241805","170152032","173218223","176580519","180466575","184389196","189167121","194401817","199810870","205182034","210474473","215538539","220508544","225477047","230853344","235408760",
"Hong Kong SAR, China","HKG","Population ages 65 and above, total","SP.POP.65UP.TO","83915","88586","94897","100958","106263","112043","118929","128423","138115","148013","160611","174897","189651","206970","226397","244708","254533","266260","280246","306092","324957","344330","360824","376591","390051","404415","424403","444419","464491","486087","504762","521626","538945","562166","590218","618418","659502","678279","696930","715923","734045","759031","781840","798404","819718","834372","850324","863397","873278","884724","909435","936244","976055","1015483","1060322","1107285","1155660","1205570","1257630","1313751","1361300","1401410",
"Honduras","HND","Population ages 65 and above, total","SP.POP.65UP.TO","65958","68030","70135","72191","74104","75799","78278","80595","82809","84977","87150","89946","92767","95633","98584","101645","105509","109483","113403","117034","120278","123684","126801","129894","133349","137404","142620","148391","154531","160762","166946","173452","179863","186359","193173","200439","208266","216371","224724","233255","241936","250093","258568","267254","275958","284645","293539","302326","311283","320799","331149","341740","353025","365380","379191","394703","411671","430041","449714","470561","492576","514517",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 65 and above, total","SP.POP.65UP.TO","4763159","4886277","5000832","5109021","5213831","5317008","5483761","5647707","5807781","5962025","6109872","6314468","6510506","6698572","6879204","7052719","7295582","7531937","7762369","7985742","8201118","8433900","8650710","8856864","9058117","9257262","9556924","9856776","10156455","10454724","10750988","11100612","11445679","11786517","12125519","12466290","12833271","13185741","13524563","13846673","14150153","14524123","14878336","15219722","15556083","15892620","16371356","16845054","17316167","17787085","18262173","18854364","19449460","20052792","20669183","21303447","22066413","22839445","23628651","24440384","25281699","26207655",
"Croatia","HRV","Population ages 65 and above, total","SP.POP.65UP.TO","286945","295723","305775","316642","327692","338913","353642","367954","382251","396998","412030","429407","446723","463516","479215","493426","506742","519069","529120","534356","533810","529452","521391","511574","503895","500926","506166","515259","527102","539950","553014","562216","567731","590170","616635","632268","643344","658144","674316","687138","695523","686824","705461","722691","735609","743394","750683","751718","750212","750248","754287","764290","776747","789917","801330","809021","818827","825830","835777","848017","860222","844579",
"Haiti","HTI","Population ages 65 and above, total","SP.POP.65UP.TO","124588","128364","132134","135935","139893","144053","149841","155711","161528","167091","172296","178877","184996","190711","196075","201085","208145","214679","220754","226441","231752","238460","244737","250509","255742","260477","266177","271700","276878","281474","285449","291842","297262","302103","306910","311967","319295","326630","333980","341285","348550","357912","366942","375682","384234","392644","404395","416091","427280","437249","445712","456298","465411","474158","484067","496018","512696","531045","550531","570325","590043","609491",
"Hungary","HUN","Population ages 65 and above, total","SP.POP.65UP.TO","897477","926941","956537","986520","1017351","1047403","1080789","1111716","1140642","1169202","1197423","1224213","1250299","1276674","1305621","1337789","1377518","1416586","1447976","1462393","1456776","1434210","1394819","1348774","1310984","1290478","1309423","1338153","1371110","1387388","1396050","1420496","1439610","1453622","1464261","1472954","1492630","1510340","1525122","1535390","1541570","1554889","1561006","1563722","1568023","1575472","1583233","1592637","1601333","1607493","1609244","1630510","1645030","1663942","1687922","1719459","1766754","1818395","1872776","1924373","1965933","2000120",
"IBRD only","IBD","Population ages 65 and above, total","SP.POP.65UP.TO","74653702","76217408","77852412","79631884","81264983","82848545","86017469","89188980","92393875","95616072","98831019","102741441","106545557","110287543","114014041","117734635","122232527","126720247","131137338","135297959","139080445","143241080","147012329","150494934","153900755","157440768","161682019","165936989","170274947","174851433","179777456","185486070","191643427","198047510","204266454","210073582","217146984","223452632","229354891","235360366","241689791","248670327","255961176","263247283","269853396","275518579","281790795","287298905","292549668","298172647","304492214","312579435","321254816","330837453","341900605","354823932","370560172","388033825","406353782","424558354","442044379","459142950",
"IDA & IBRD total","IBT","Population ages 65 and above, total","SP.POP.65UP.TO","86745079","88616275","90539241","92589585","94480831","96313621","99901003","103479782","107075285","110663262","114217465","118630755","122904128","127090764","131248878","135395481","140450241","145480398","150424332","155092559","159362917","164125630","168466527","172494632","176431359","180494596","185468256","190445659","195499049","200788731","206433758","213045183","220095669","227379229","234464139","241132516","249204235","256471199","263302950","270207516","277417426","285454696","293754596","302014351","309571559","316175161","323668112","330368178","336779298","343522498","350937385","360365313","370320976","381163592","393491476","407708288","425041985","444123574","464102398","484067992","503454584","522806088",
