"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"IDA total","IDA","Population ages 65 and above, total","SP.POP.65UP.TO","12091377","12398867","12686829","12957701","13215848","13465076","13883534","14290802","14681410","15047190","15386446","15889314","16358571","16803221","17234837","17660846","18217714","18760151","19286994","19794600","20282472","20884550","21454198","21999698","22530604","23053828","23786237","24508670","25224102","25937298","26656302","27559113","28452242","29331719","30197685","31058934","32057251","33018567","33948059","34847150","35727635","36784369","37793420","38767068","39718163","40656582","41877317","43069273","44229630","45349851","46445171","47785878","49066160","50326139","51590871","52884356","54481813","56089749","57748616","59509638","61410205","63663138",
"IDA blend","IDB","Population ages 65 and above, total","SP.POP.65UP.TO","4486473","4581920","4674201","4761244","4841187","4914153","5038021","5156607","5269473","5375292","5474335","5629102","5771872","5907603","6042386","6180017","6357949","6537012","6715966","6892075","7064801","7285108","7499509","7711060","7923059","8138203","8382851","8620664","8855423","9091842","9337929","9629739","9920686","10207783","10486361","10758069","11074360","11375573","11663095","11938727","12214950","12552701","12871414","13174590","13465890","13748519","14126658","14492745","14845126","15179009","15508360","15918599","16293985","16659741","17025632","17400120","17899667","18397384","18909662","19457826","20055785","20796240",
"Indonesia","IDN","Population ages 65 and above, total","SP.POP.65UP.TO","3119016","3173044","3218581","3258698","3297789","3339003","3428086","3514801","3601852","3692915","3789935","3929417","4070811","4212306","4351197","4486245","4658671","4825116","4982910","5128059","5259156","5419735","5566447","5703657","5836714","5969828","6139575","6307090","6477218","6655630","6846473","7101786","7359953","7621988","7889306","8163299","8509974","8859643","9214584","9575079","9939275","10209302","10440070","10624761","10763044","10863626","11163724","11430145","11661484","11853195","12001058","12363974","12714683","13073939","13467145","13909895","14449254","15037331","15677907","16373666","17129453","17996337",
"IDA only","IDX","Population ages 65 and above, total","SP.POP.65UP.TO","7604904","7816947","8012628","8196457","8374661","8550923","8845513","9134195","9411937","9671898","9912111","10260212","10586699","10895618","11192451","11480829","11859765","12223139","12571028","12902525","13217671","13599442","13954689","14288638","14607545","14915625","15403386","15888006","16368679","16845456","17318373","17929374","18531556","19123936","19711324","20300865","20982891","21642994","22284964","22908423","23512685","24231668","24922006","25592478","26252273","26908063","27750659","28576528","29384504","30170842","30936811","31867279","32772175","33666398","34565239","35484236","36582146","37692365","38838954","40051812","41354420","42866898",
"Isle of Man","IMN","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population ages 65 and above, total","SP.POP.65UP.TO","13728951","14249848","14777367","15277763","15713538","16068393","16596072","17058937","17484809","17907617","18346443","19039755","19738662","20422931","21069780","21670031","22449068","23186104","23888893","24566761","25227716","26076571","26880358","27641386","28368416","29072004","29968508","30829620","31656498","32451230","33223200","34406617","35553608","36671954","37776260","38880963","40359487","41810980","43246815","44680977","46125193","47843454","49552486","51229192","52838578","54372877","56132999","57824836","59469249","61090405","62720364","64691813","66652045","68704153","70980727","73560283","76733326","80094549","83592693","87149088","90719952","94413222",
"Not classified","INX","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 65 and above, total","SP.POP.65UP.TO","318180","318312","320089","322094","323214","323323","325282","327286","328726","329695","330434","332331","333942","335439","337740","341165","346204","351771","357879","362818","365627","371781","375550","377567","379388","380082","383384","387052","388988","390039","391453","393440","394256","393444","392196","391854","391683","392615","394152","396559","400441","405722","412124","418959","427145","437343","452316","468623","481930","492062","502068","518166","536091","556050","577905","601431","625212","649317","674892","701803","726809","749380",
"Iran, Islamic Rep.","IRN","Population ages 65 and above, total","SP.POP.65UP.TO","879244","884407","885135","883139","880707","878834","893294","907671","921251","933017","942594","967028","989902","1010452","1027586","1040971","1065127","1086083","1105308","1124408","1144661","1181582","1217092","1254478","1300457","1360516","1447035","1546476","1652291","1756206","1854851","1955799","2051847","2145584","2240702","2339603","2449618","2557763","2664918","2770898","2874640","2973578","3070416","3163333","3248049","3322685","3408676","3493787","3582865","3682611","3797043","3921964","4057088","4205139","4370899","4558586","4705867","4871658","5058994","5272098","5513595","5783733",
"Iraq","IRQ","Population ages 65 and above, total","SP.POP.65UP.TO","226920","243785","258916","273191","288224","304728","322366","341026","360294","379416","398071","416473","434961","453079","470326","486522","504122","519525","533307","546279","558750","574836","590300","604529","616426","625526","637350","646171","653118","659692","666839","676691","687456","699179","711781","725266","742711","760486","778674","797427","816841","836889","856618","875635","893487","910047","931107","950368","968150","984228","998957","1013386","1026655","1042602","1067372","1104031","1153572","1213458","1277379","1335956","1384752","1431919",
"Iceland","ISL","Population ages 65 and above, total","SP.POP.65UP.TO","14129","14543","14950","15348","15763","16191","16618","17034","17409","17708","17927","18270","18704","19137","19545","19971","20458","20930","21429","21966","22508","22927","23362","23786","24169","24531","24924","25439","26101","26697","27181","27819","28468","29056","29612","30087","30433","30912","31496","32085","32647","33278","33653","33921","34309","35040","35807","36727","37513","37863","38181","39125","40339","41875","43596","45368","47189","49537","52185","54777","57249","59813",
"Israel","ISR","Population ages 65 and above, total","SP.POP.65UP.TO","98384","104842","113685","122156","131938","142173","150225","161662","170309","180503","192778","205935","218337","234845","250147","264988","278299","292886","307519","322730","335942","344390","350298","354950","358332","364767","372401","381215","390812","400619","415945","448175","471685","493327","516396","541822","558907","575868","592118","610600","630737","645679","659043","671379","683200","694645","709749","724771","741645","767922","796566","818069","843745","873323","905925","940774","980274","1021673","1063892","1105373","1143994","1178027",
"Italy","ITA","Population ages 65 and above, total","SP.POP.65UP.TO","4779726","4878386","4978144","5082241","5192586","5307356","5437863","5570664","5705453","5844659","5989892","6135684","6279590","6429382","6587281","6756176","6941413","7140405","7329495","7469442","7538588","7567475","7524587","7452113","7412077","7439750","7576249","7767424","7994614","8223700","8434422","8652236","8856609","9049666","9233643","9414464","9615975","9812225","10004490","10201589","10411672","10585519","10774557","10992058","11214743","11396665","11538993","11673629","11814499","11950013","12108503","12270034","12480810","12829406","13151936","13329540","13480440","13620571","13746965","13744938","13852865","13944167",
"Jamaica","JAM","Population ages 65 and above, total","SP.POP.65UP.TO","70593","74853","79715","84839","90044","95423","97297","99157","101091","103216","105616","108234","111039","113888","116548","118869","124409","129777","135117","140552","146037","149799","153286","156510","159441","162012","164385","166906","169650","172650","175953","178310","180568","182724","184794","186779","190467","194405","198608","202985","207402","209184","210909","212720","214772","217180","219886","222502","225135","228039","231553","233945","236761","239839","242961","246047","249957","253919","258169","263057","268807","276497",
"Jordan","JOR","Population ages 65 and above, total","SP.POP.65UP.TO","39789","40481","40875","41324","42182","43623","45143","47466","50263","53153","55933","58030","59588","60743","61719","62700","65281","67872","70467","73065","75712","80528","85635","90908","96438","102340","103694","105491","107752","110537","113959","117044","120739","124913","129371","133979","139322","143965","148139","152223","156575","162497","168783","175764","183794","193072","203849","216401","230653","246450","263636","278960","295768","313391","330965","348018","361294","372866","383315","393301","403401","415130",
"Japan","JPN","Population ages 65 and above, total","SP.POP.65UP.TO","5239482","5388526","5540948","5701675","5867805","6040718","6235347","6444761","6664693","6888929","7109343","7446472","7719659","7995299","8282501","8592965","8931662","9299260","9684812","10060396","10412458","10790338","11133612","11468576","11822737","12217577","12632021","13078738","13561126","14088051","14654900","15257246","15898953","16566584","17249120","17938997","18652253","19374031","20107548","20825752","21543580","22260296","22978947","23703098","24399197","25110400","25797976","26493151","27195327","27951519","28813280","29603888","30475171","31384095","32264097","33081239","33791817","34421448","34969870","35459835","35854681","36068144",
"Kazakhstan","KAZ","Population ages 65 and above, total","SP.POP.65UP.TO","566277","577031","586351","595278","605193","617061","634122","652156","670385","687286","702105","726184","745434","761863","778499","796612","823115","850919","876638","895110","904144","908714","905822","898891","892665","889844","897234","905547","917030","930598","958731","1005778","1057261","1108087","1135471","1137326","1126524","1094348","1051801","1024570","1018027","1050047","1093209","1135597","1161911","1164900","1165119","1150567","1136216","1124336","1111672","1128088","1143318","1155707","1168004","1185686","1231069","1287324","1350967","1416730","1482223","1552207",
"Kenya","KEN","Population ages 65 and above, total","SP.POP.65UP.TO","303813","312388","320504","328235","335636","342730","351558","359970","368005","375656","382921","392554","401600","410110","418134","425736","435493","444833","453827","462511","470960","482513","493637","504494","515257","526114","538549","550661","562770","575325","588717","603366","617982","632533","646830","660736","679658","695531","708529","718913","726783","738791","749412","757701","762077","762121","773266","781258","788463","798141","812178","842532","877263","916259","959148","1005943","1067533","1133042","1202168","1274302","1349222","1427344",
"Kyrgyz Republic","KGZ","Population ages 65 and above, total","SP.POP.65UP.TO","153846","155842","156981","158255","160085","162449","166691","171619","176857","181267","184071","188052","190601","192161","193897","195820","199361","203245","206787","209136","209713","210399","209831","208831","208174","208350","208856","209812","211360","215237","220863","228961","237497","243336","246886","249848","256054","259517","261941","265192","269751","276615","284214","291003","294105","291319","285769","276310","265190","255201","246430","244122","244117","246737","251488","258245","264977","273515","284193","297004","311091","330504",
"Cambodia","KHM","Population ages 65 and above, total","SP.POP.65UP.TO","144471","149494","153754","157293","160260","162743","167317","171113","174285","176951","179161","184956","190244","194303","196484","196531","196884","194695","190860","186252","181397","188083","194908","201903","209369","217207","224218","232913","242491","251762","260359","273197","285342","297198","309654","323108","333529","344135","354887","365137","374389","391241","406702","421188","435324","449550","466150","482659","499363","516480","534326","552092","570677","590744","613388","639356","671273","706149","742401","777797","811346","844827",
"Kiribati","KIR","Population ages 65 and above, total","SP.POP.65UP.TO","1551","1581","1612","1635","1658","1676","1695","1713","1728","1746","1772","1806","1849","1894","1935","1972","1984","1984","1976","1961","1949","2001","2059","2133","2217","2303","2365","2412","2444","2456","2468","2552","2624","2672","2689","2683","2723","2750","2765","2775","2782","2899","3019","3125","3210","3268","3366","3450","3521","3595","3671","3699","3746","3804","3876","3939","4157","4366","4579","4801","5035","5277",
"St. Kitts and Nevis","KNA","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population ages 65 and above, total","SP.POP.65UP.TO","842033","874284","909252","944202","973383","995552","1024094","1044127","1061646","1082298","1108752","1151217","1196296","1242018","1286747","1330074","1378408","1427987","1477405","1524784","1569815","1626032","1675941","1723392","1773013","1828690","1899996","1984324","2075833","2164167","2243354","2338621","2422319","2501350","2589800","2695680","2805244","2933526","3071582","3219142","3378095","3558254","3739192","3922107","4101022","4270694","4467162","4659281","4867075","5075088","5298977","5543633","5787363","6032959","6293990","6560196","6831400","7114779","7437820","7795874","8185412","8572484",
"Kuwait","KWT","Population ages 65 and above, total","SP.POP.65UP.TO","5376","5657","6080","6614","7229","7890","9076","10264","11440","12622","13879","14852","15628","16218","16806","17717","18844","20091","21197","21944","22375","23066","23379","23374","23355","23644","24546","25990","27446","28190","27897","28645","","","","21911","22158","23792","26413","29388","32304","35232","38235","41468","45066","49133","51100","53082","55133","57339","59764","63269","67196","71441","76041","81272","88712","96635","105521","116277","129646","146151",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 65 and above, total","SP.POP.65UP.TO","6956663","7235983","7516964","7799180","8082974","8368991","8680171","8993790","9309726","9626122","9943322","10308704","10666491","11021938","11382467","11752017","12181477","12614018","13044998","13465534","13872561","14305836","14724732","15140705","15568911","16019704","16543791","17077628","17626234","18195886","18791088","19474642","20173832","20881027","21584118","22278866","23040510","23788124","24534713","25297943","26091119","26967131","27866101","28786721","29723123","30676551","31658819","32654369","33679556","34754434","35885566","37104635","38365768","39700091","41147170","42733198","44390772","46171457","48053010","49998407","51990995","53994734",
"Lao PDR","LAO","Population ages 65 and above, total","SP.POP.65UP.TO","55335","57930","60386","62753","65124","67542","70568","73574","76525","79371","82103","85518","88802","91860","94597","96935","100732","104104","107230","110340","113648","117069","120608","124219","127793","131258","135462","139428","143179","146766","150207","154950","159460","163633","167371","170663","175211","179424","183302","186840","190079","194915","199255","203211","206867","210274","214560","218531","222323","226094","229964","234993","240174","245663","251710","258613","267821","277534","287767","298535","309879","322668",
"Lebanon","LBN","Population ages 65 and above, total","SP.POP.65UP.TO","107404","108936","109701","109972","110149","110454","111509","112473","113503","114675","115990","118507","121025","123368","125363","126883","131125","134865","137889","139899","140818","140414","139248","137729","136425","135704","136153","136979","138730","142084","147438","152503","159711","167927","175730","182270","190044","196439","202496","209692","219024","227902","240293","254511","268024","279143","287268","291331","294661","301648","314922","327470","346361","368866","391810","413343","437769","460051","480321","498636","515256","534143",
"Liberia","LBR","Population ages 65 and above, total","SP.POP.65UP.TO","35417","36400","37309","38154","38970","39783","40786","41775","42748","43694","44607","45779","46919","48050","49202","50397","51941","53494","55101","56783","58549","60804","63083","65205","66974","68314","69693","70316","70249","69591","68446","68303","67872","67638","68176","69718","73420","78992","85653","92466","98879","102231","104249","105557","106969","108980","112667","117165","121967","126384","130062","133229","135495","137343","139401","142053","146615","151539","156782","162227","167838","174045",
"Libya","LBY","Population ages 65 and above, total","SP.POP.65UP.TO","56282","57232","57938","58460","58846","59144","60277","61300","62289","63347","64542","66527","68686","70954","73242","75532","78253","80954","83713","86626","89766","93360","97115","101067","105261","109708","115281","120863","126479","132193","138053","144308","150766","157345","163877","170281","177217","183664","189755","195727","201713","208018","214201","220205","225879","231076","238122","244799","250754","255486","258717","262187","264413","266155","268462","272052","277640","284891","293325","302155","310982","321549",
"St. Lucia","LCA","Population ages 65 and above, total","SP.POP.65UP.TO","3656","3776","3897","4002","4080","4142","4291","4434","4549","4630","4693","4815","4924","5029","5130","5245","5375","5508","5628","5745","5869","6064","6250","6431","6601","6770","7409","8085","8778","9475","10186","10418","10604","10771","10947","11147","11241","11360","11488","11608","11702","11724","11729","11728","11720","11727","12198","12733","13345","14036","14817","15157","15502","15839","16184","16539","16950","17380","17837","18344","18906","19521",
"Latin America & Caribbean","LCN","Population ages 65 and above, total","SP.POP.65UP.TO","7886717","8196979","8508599","8821555","9135848","9452636","9800967","10152627","10508027","10865166","11224590","11632760","12032544","12430166","12833880","13247920","13735943","14229147","14723165","15207994","15680276","16173172","16651334","17127419","17617606","18132840","18728135","19333309","19955884","20604669","21285181","22056490","22847886","23651077","24451001","25242250","26105272","26952643","27797379","28659049","29551187","30531030","31532124","32555440","33597731","34662083","35759625","36872437","38019286","39222499","40491279","41863399","43285717","44788649","46406401","48165821","50013952","51982916","54050067","56222670","58487935","60713310",
"Least developed countries: UN classification","LDC","Population ages 65 and above, total","SP.POP.65UP.TO","6953219","7146065","7322922","7487329","7644857","7799104","8063405","8319973","8563673","8789265","8996276","9318421","9622042","9910047","10185862","10452630","10798707","11129061","11444611","11745846","12033502","12387134","12715893","13022507","13310867","13584190","14030321","14470546","14903779","15328676","15746136","16299212","16843115","17379930","17914283","18451689","19072884","19678662","20270800","20846368","21403626","22067937","22704208","23321728","23931683","24541739","25328946","26102956","26864021","27610165","28344410","29229262","30099178","30960317","31817321","32677900","33694057","34705802","35734990","36809399","37951908","39295803",
"Low income","LIC","Population ages 65 and above, total","SP.POP.65UP.TO","4200478","4297085","4389002","4476070","4557375","4633130","4777755","4913139","5040015","5160492","5275583","5442958","5604857","5760279","5907503","6046412","6253311","6454685","6650404","6839263","7020263","7217927","7396540","7562513","7723797","7884574","8140154","8400181","8661361","8918807","9170745","9497161","9821746","10146523","10476974","10818102","11142243","11459117","11769968","12072638","12365657","12727262","13077418","13422023","13768770","14123053","14602467","15080116","15552944","16017601","16474863","17026494","17567713","18097772","18612854","19115348","19687237","20241098","20806607","21424062","22118446","22917221",
"Liechtenstein","LIE","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population ages 65 and above, total","SP.POP.65UP.TO","446475","441022","435844","430964","426345","422162","429326","436489","443871","451716","460048","476311","493023","510209","527652","545288","567799","589863","611639","633519","655738","681470","707394","733884","761341","790168","820307","851542","883595","915905","948057","982114","1014361","1045080","1074601","1103206","1120485","1134599","1146563","1157339","1167900","1200519","1233118","1266064","1300196","1336473","1365585","1394205","1424963","1461198","1505774","1587245","1668773","1766763","1868862","1969483","2071208","2170903","2269547","2363185","2462130","2577503",
"Lower middle income","LMC","Population ages 65 and above, total","SP.POP.65UP.TO","34265756","35354504","36413196","37422861","38368030","39246007","40507899","41703852","42858795","43996594","45133867","46704741","48229964","49705632","51131750","52512357","54306091","56053123","57733408","59311108","60776269","62559829","64185415","65719959","67245542","68817225","70859189","72908975","74972328","77052106","79189918","81951608","84694993","87380844","89967469","92480187","95646580","98683515","101654655","104630799","107662667","111149502","114580809","117888887","120965194","123778660","127239936","130476034","133564576","136604815","139691407","143553291","147405729","151432160","155804761","160686994","166660757","172995572","179663678","186604795","193811763","201750690",
"Low & middle income","LMY","Population ages 65 and above, total","SP.POP.65UP.TO","83436796","85170946","86943818","88829261","90549766","92220850","95644892","99057966","102495721","105924675","109311767","113555984","117636607","121623185","125582292","129532860","134385498","139229471","144020684","148591580","152823092","157611847","162032409","166160493","170167631","174243307","179114268","183951455","188840232","193952170","199460488","205892592","212766813","219840282","226721766","233216612","241070266","248136107","254781761","261519162","268627477","276540459","284712814","292832283","300285576","306836787","314281051","321011123","327468589","334191003","341526495","350794721","360528643","371093471","383101547","396969338","413870183","432500089","452019732","471526887","490475323","509486265",
"Lesotho","LSO","Population ages 65 and above, total","SP.POP.65UP.TO","38992","39751","40500","41193","41783","42256","42927","43475","43957","44467","45053","46076","47138","48228","49329","50433","51682","52918","54130","55305","56427","58006","59514","60951","62334","63657","65374","67084","68815","70569","72338","73733","75098","76490","77886","79179","80610","81750","82550","82934","82884","84855","86197","87062","87692","88268","88915","89785","90862","92096","93475","94588","95747","96891","97947","98863","100414","101913","103331","104687","106016","108415",
"Late-demographic dividend","LTE","Population ages 65 and above, total","SP.POP.65UP.TO","45789022","46337775","46964928","47770333","48482456","49205396","51265517","53385458","55562915","57745859","59888541","62320386","64654766","66948578","69261766","71611281","74481340","77379586","80278966","83036386","85542367","88235995","90703037","92969139","95152155","97402620","99915521","102420397","104982500","107761378","110865187","114157928","117846527","121809248","125662184","129212627","133465856","137070129","140325366","143669682","147279130","151251281","155526976","159870365","163743475","166920592","170172024","172856567","175385725","178265238","181745726","186381693","191539185","197394974","204344374","212614303","222815656","234356219","246419333","258220406","269224421","279477965",
"Lithuania","LTU","Population ages 65 and above, total","SP.POP.65UP.TO","220226","229540","238564","247362","256511","266184","276190","286208","296435","306873","318647","331851","344634","356527","367025","375705","381459","386133","389232","389632","387523","384721","379746","374195","370162","369086","372356","378386","386520","394841","402272","413253","423523","432303","439693","445996","455653","464349","472237","479640","486736","497563","508226","518543","526642","531134","533641","536858","539498","540402","534941","531897","533199","535996","539593","542799","544059","545909","552045","563254","576249","590012",
"Luxembourg","LUX","Population ages 65 and above, total","SP.POP.65UP.TO","33985","34756","35611","36413","37281","38192","39232","40091","40900","41775","42616","43678","44768","45730","46705","47485","48420","49064","49517","49722","49673","49865","49664","49270","48920","48733","48875","49197","49645","50296","51158","52299","53488","54681","55804","56842","57980","58918","59754","60596","61404","62593","63640","64740","65909","67079","67745","68301","69026","69901","70938","72339","74012","75759","77668","79712","81728","84123","86226","88505","90722","93606",
"Latvia","LVA","Population ages 65 and above, total","SP.POP.65UP.TO","224280","228676","232398","236289","241072","246646","253038","260374","268702","276593","283610","291308","297928","303745","309509","315105","320079","325417","329862","331030","328347","325633","319756","312520","306385","302847","303022","305781","310098","313834","316257","324107","329843","333696","337645","340982","345458","348359","350253","352555","354860","360147","365621","371197","375086","377413","381633","385344","387126","385500","381307","380748","381722","382896","384303","385986","385634","385212","386275","389205","393153","396362",
"Macao SAR, China","MAC","Population ages 65 and above, total","SP.POP.65UP.TO","8332","8399","8575","8833","9139","9466","9865","10321","10782","11178","11468","12086","12614","13079","13539","14028","14690","15382","16126","16988","18045","18506","19022","19594","20198","20811","21063","21399","21769","22122","22438","23513","24568","25598","26623","27648","28444","29221","30003","30800","31601","31995","32467","33018","33622","34268","34709","34991","35230","35690","36596","38616","41193","44276","47798","51726","56160","61000","66222","71805","77736","83821",
"St. Martin (French part)","MAF","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population ages 65 and above, total","SP.POP.65UP.TO","367608","386141","403188","419422","435998","453425","473913","494845","515497","534606","551566","568127","582892","595875","606977","616234","625023","632510","639794","648140","658439","673688","690435","709603","732565","760351","795493","834842","878280","925538","976486","1034763","1094207","1154003","1213215","1271287","1324582","1375765","1425002","1472178","1517594","1566540","1613280","1659064","1705538","1754010","1799477","1847693","1896981","1943853","1987071","2023302","2055473","2090841","2140272","2210380","2296574","2402926","2526686","2662605","2807655","2961429",
"Monaco","MCO","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population ages 65 and above, total","SP.POP.65UP.TO","126302","127422","128295","129184","130562","132604","136846","141619","146529","151064","154885","159831","163711","167342","171854","177571","184926","193205","201309","207495","211264","214083","214556","213943","214149","216166","221052","227084","233681","240135","246184","252204","257749","262256","265065","265982","270408","272311","273830","274714","275458","279205","282875","285782","287230","286656","289331","290761","291212","291034","290324","290039","288251","285734","284626","284841","291874","300566","310620","320147","327379","335189",
"Madagascar","MDG","Population ages 65 and above, total","SP.POP.65UP.TO","166346","171864","176751","181330","186055","191149","198385","205554","212863","220549","228689","239242","250027","260279","268938","275462","281960","286631","289861","292086","293577","298075","301988","305685","309636","314162","321210","328484","335924","343406","350879","361556","372095","382696","393586","404887","418062","431087","443787","455977","467618","482054","496163","509726","522370","534032","548309","561618","574330","586800","599390","614363","629112","645019","663880","686807","716522","749263","784381","820963","858614","899370",
"Maldives","MDV","Population ages 65 and above, total","SP.POP.65UP.TO","2314","2363","2414","2452","2480","2488","2540","2578","2613","2653","2707","2794","2890","3001","3105","3209","3372","3530","3688","3849","4012","4204","4386","4565","4758","4963","5202","5455","5721","5980","6225","6523","6807","7101","7422","7783","8251","8749","9281","9873","10516","11193","11923","12683","13436","14147","14708","15212","15681","16154","16660","16801","16984","17215","17517","17919","18349","18756","19098","19332","19424","20639",
"Middle East & North Africa","MEA","Population ages 65 and above, total","SP.POP.65UP.TO","3888186","4008333","4125460","4238358","4350594","4462110","4602465","4743794","4880290","5016455","5153612","5323346","5490478","5657344","5814924","5963444","6134737","6297028","6454546","6613757","6776266","6976494","7176796","7381338","7597171","7836679","8125550","8435092","8761718","9099745","9495415","9907623","10286367","10698495","11120231","11576036","12016912","12450853","12878489","13304610","13729183","14134214","14532835","14924447","15302977","15668147","16062080","16446816","16840652","17270671","17743558","18251412","18787010","19365002","20010133","20742003","21504412","22348181","23266415","24243915","25274050","26418337",
"Mexico","MEX","Population ages 65 and above, total","SP.POP.65UP.TO","1284047","1342532","1401876","1462633","1525808","1591798","1661883","1733378","1805080","1874889","1941717","2009409","2073937","2137020","2201541","2269350","2347089","2428437","2510470","2588779","2661616","2736379","2805385","2873810","2948487","3033225","3136615","3246219","3361825","3482875","3609323","3742357","3881517","4025493","4171904","4319660","4475552","4630817","4785282","4939224","5094248","5256267","5416416","5582108","5762346","5962764","6144218","6344619","6559533","6781759","7008938","7224263","7439162","7664067","7913102","8194622","8477098","8785285","9115625","9461844","9822231","10203218",
"Marshall Islands","MHL","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population ages 65 and above, total","SP.POP.65UP.TO","79236318","80873861","82554816","84353191","85992391","87587720","90867137","94144827","97455706","100764183","104036184","108113026","112031750","115862906","119674789","123486448","128132187","132774786","137370280","141752317","145802829","150393920","154635869","158597980","162443834","166358733","170974114","175551274","180178871","185033363","190289743","196395431","202945067","209693759","216244792","222398510","229928023","236676990","243011793","249446524","256261820","263813197","271635396","279410260","286516806","292713734","299678584","305931007","311915645","318173402","325051632","333768227","342960930","352995699","364488693","377853990","394182946","412258991","431213125","450102825","468356877","486569044",
"North Macedonia","MKD","Population ages 65 and above, total","SP.POP.65UP.TO","69913","70085","70072","70023","70116","70432","72229","74242","76456","78833","81350","84757","88239","91870","95820","100177","105052","110289","115343","119380","121916","122877","122329","121188","120675","121508","124445","128525","133428","138627","143817","149394","154830","160323","166146","172451","177986","183595","189439","195048","200430","206591","209970","215160","219908","224137","227345","230251","232967","235622","238315","242021","245341","248922","253460","259196","266500","274868","283823","292511","300046","307716",
"Mali","MLI","Population ages 65 and above, total","SP.POP.65UP.TO","119542","122420","124430","125782","126824","127716","133439","139000","144262","149053","153322","161321","169009","176276","183029","189214","198397","207056","215208","222917","230206","241229","252114","262438","271611","279277","289422","298508","306917","315098","323281","329238","335223","341012","346243","350652","354136","356844","358881","360302","361158","364329","366578","368474","370804","373938","382268","391324","400184","407591","412983","420351","425749","430209","435146","441369","453071","465572","478323","490493","501644","515337",
"Malta","MLT","Population ages 65 and above, total","SP.POP.65UP.TO","25962","26127","26237","26354","26542","26772","27153","27702","28343","28980","29756","30226","30455","30510","30471","30598","30696","30726","30917","31063","31197","31428","31991","32214","31948","32261","33307","34169","35163","36192","37139","38901","39977","41037","42122","43184","44178","45232","46264","47294","48386","49552","50850","52246","53744","55297","56581","57923","59756","62192","65043","67516","70740","74639","79042","83631","88244","93072","98619","104931","109889","112742",
"Myanmar","MMR","Population ages 65 and above, total","SP.POP.65UP.TO","720187","745305","767373","787369","806831","826408","856045","884941","912527","937982","961046","993255","1023758","1052245","1078325","1102012","1135706","1166240","1194900","1223442","1252817","1295149","1337101","1377597","1415197","1449401","1493626","1534695","1573208","1609929","1645425","1696962","1744499","1788898","1831269","1872229","1926378","1977330","2024091","2064984","2099078","2145807","2185991","2219662","2246894","2268373","2306209","2340620","2372449","2402293","2431547","2480143","2526747","2577735","2641608","2722811","2839501","2968633","3106834","3249051","3393043","3545332",
"Middle East & North Africa (excluding high income)","MNA","Population ages 65 and above, total","SP.POP.65UP.TO","3584550","3692501","3794780","3893061","3989383","4084675","4209169","4331071","4450560","4567586","4682513","4829815","4974451","5113720","5243699","5363359","5509492","5644590","5773752","5903037","6036459","6214748","6395423","6582133","6782179","7002658","7262226","7538301","7827779","8126708","8476690","8831662","9193756","9563939","9943597","10334397","10737539","11132798","11521073","11903946","12281560","12651341","13014393","13368565","13706203","14026157","14377135","14714249","15055200","15421715","15828460","16274276","16742039","17244560","17803666","18436992","19080849","19798488","20585198","21428495","22325512","23303646",
"Montenegro","MNE","Population ages 65 and above, total","SP.POP.65UP.TO","29638","30201","30707","31118","31400","31539","32404","33226","34146","35322","36885","37959","39196","40507","41761","42848","43895","44827","45611","46183","46545","46786","46806","46695","46619","46675","47087","47568","48156","48943","49990","51550","53367","55409","57610","59927","61935","63929","65915","67921","69977","72442","74906","77238","79020","80246","80607","80514","80257","80152","80322","80869","81608","82630","84007","85752","88005","90541","93178","95725","97977","100254",
