"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Honduras","HND","Population ages 0-14, total","SP.POP.0014.TO","943817","978276","1012825","1047249","1081054","1114156","1151104","1187416","1223380","1259356","1295502","1336290","1375970","1415628","1456603","1499579","1545934","1594601","1644787","1695036","1744549","1798039","1849822","1900732","1951983","2004055","2057761","2111874","2166184","2220095","2273244","2325423","2377163","2428867","2481477","2535702","2591440","2648923","2706825","2762876","2815398","2868876","2915081","2955643","2993001","3027975","3055530","3082141","3105088","3120257","3125792","3126647","3118414","3103704","3087487","3073075","3059403","3049824","3043164","3036833","3029639","3029636",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 0-14, total","SP.POP.0014.TO","69828229","71887363","73921641","75952290","77991800","80048151","82565303","85028000","87465156","89906099","92365497","95276178","98148951","101001058","103844552","106686617","109946544","113186185","116417319","119636027","122832463","126551124","130172442","133748339","137346863","141023104","145248163","149459096","153715023","158070885","162558210","167557358","172623812","177704753","182700921","187527599","193039214","198348646","203565958","208844720","214291949","220393568","226577458","232839263","239138602","245429562","252201504","258904757","265573277","272255941","278990958","285964958","292886970","299769928","306623788","313449792","320503983","327487509","334377917","341139613","347748342","354569923",
"Croatia","HRV","Population ages 0-14, total","SP.POP.0014.TO","1138961","1139373","1135388","1126613","1114818","1101978","1090749","1075632","1058435","1041680","1026194","1012226","1003225","997673","992832","987285","986174","982005","976484","971596","968479","965718","969284","974979","978569","978455","978462","974175","966299","956414","945405","915643","881356","873392","870242","852061","825488","811192","803201","791849","773996","736247","720898","702127","686518","678023","665949","663618","666979","668110","663326","660206","650045","635970","622675","611245","602421","595501","593225","591991","588596","564196",
"Haiti","HTI","Population ages 0-14, total","SP.POP.0014.TO","1557144","1598257","1643247","1689773","1733459","1771939","1815031","1852012","1883988","1912918","1939654","1969695","1996858","2022728","2049463","2078918","2114956","2155789","2201270","2251358","2306403","2375599","2448931","2525493","2603004","2679024","2762525","2838115","2908201","2975956","3042260","3099189","3157703","3213606","3261109","3297921","3332666","3357152","3374338","3389699","3406393","3426776","3447300","3468348","3489315","3509768","3530655","3551405","3571651","3590801","3608360","3625809","3641560","3655390","3667105","3676553","3685870","3692760","3697596","3700889","3702847","3705755",
"Hungary","HUN","Population ages 0-14, total","SP.POP.0014.TO","2528737","2498971","2473032","2446820","2414980","2373332","2322869","2278243","2235667","2194104","2152620","2142402","2121340","2100891","2099121","2123599","2152545","2207983","2275690","2330040","2357770","2390516","2385588","2355358","2324751","2307662","2254824","2232731","2224086","2181634","2117760","2093626","2040902","1972677","1911919","1868173","1828820","1797389","1771889","1745953","1718373","1679831","1648556","1621196","1594161","1565188","1557193","1542070","1521766","1502440","1485993","1467689","1448884","1436939","1428024","1422182","1410375","1406752","1408854","1410290","1404866","1403105",
"IBRD only","IBD","Population ages 0-14, total","SP.POP.0014.TO","755447724","767763989","787412191","812085786","834369378","853662984","875663608","893268669","908622324","924346647","941251546","960808304","979294693","996924417","1012713858","1025722992","1037609777","1047041602","1054836746","1061701733","1067953395","1074098707","1081538345","1089172071","1096421188","1103970803","1116002219","1128378761","1140654465","1151897000","1161241817","1173839940","1181080936","1184993583","1188185827","1191681665","1188528093","1189170063","1190508997","1188146287","1180449908","1175123914","1164320790","1150491538","1137847011","1128673422","1121749202","1117743235","1116321662","1115890093","1115467263","1116702892","1118388018","1120181756","1122052190","1123854617","1125682598","1127368665","1128240637","1128046254","1126535807","1124317767",
"IDA & IBRD total","IBT","Population ages 0-14, total","SP.POP.0014.TO","915139156","932545134","957270675","987054737","1014504744","1039026346","1067138596","1090794048","1112129985","1133724141","1156337601","1182221547","1206863074","1230557977","1252444480","1271673464","1290696133","1307229154","1322162515","1336253170","1349831479","1364338365","1380091356","1396034413","1411615162","1427531662","1448980470","1470606483","1492011929","1512303421","1530651590","1552960965","1569700897","1582847424","1594964524","1607067158","1613468104","1623282561","1633454399","1639649511","1640390686","1644565725","1643034746","1638351360","1634846603","1634856036","1637948099","1643966431","1652543129","1662004223","1671399140","1682760392","1694209019","1705605723","1717058461","1728514943","1740489536","1752266390","1763177707","1772939544","1781256968","1789305672",
"IDA total","IDA","Population ages 0-14, total","SP.POP.0014.TO","159691432","164781145","169858484","174968951","180135366","185363362","191474988","197525379","203507661","209377494","215086055","221413243","227568381","233633560","239730622","245950472","253086356","260187552","267325769","274551437","281878084","290239658","298553011","306862342","315193974","323560859","332978251","342227722","351357464","360406421","369409773","379121025","388619961","397853841","406778697","415385493","424940011","434112498","442945402","451503224","459940778","469441811","478713956","487859822","496999592","506182614","516198897","526223196","536221467","546114130","555931877","566057500","575821001","585423967","595006271","604660326","614806938","624897725","634937070","644893290","654721161","664987905",
"IDA blend","IDB","Population ages 0-14, total","SP.POP.0014.TO","49374560","50964050","52555354","54170645","55828551","57532548","59483132","61440758","63407426","65376860","67344358","69464558","71579939","73712174","75891169","78144710","80676738","83226908","85815904","88463205","91172114","94207600","97255396","100323441","103410134","106507669","109955580","113375426","116740762","120008129","123188848","126608443","129852923","132940132","135913031","138821772","141946859","145003381","147942656","150696618","153325555","156274150","159057028","161742869","164444780","167241510","170376877","173602573","176909991","180261979","183729457","187547374","191231993","194905833","198588440","202274575","206194808","210039324","213801093","217456376","220971036","224563076",
"Indonesia","IDN","Population ages 0-14, total","SP.POP.0014.TO","35049085","36473564","37914012","39375077","40851036","42330649","43854849","45382148","46879304","48303561","49633816","51025783","52290179","53451334","54552326","55616315","56722999","57774238","58771109","59710293","60593101","61519048","62386381","63179577","63871772","64443064","65031094","65453030","65743270","65957330","66127293","66245738","66373936","66468723","66459247","66312127","66185558","65908450","65534957","65174535","64918712","65297402","65784551","66358961","66979639","67618156","67697354","67957690","68391140","68992007","69716216","69917357","70249118","70600834","70843582","70928717","71228822","71230548","71069736","70944816","70941104","70807233",
"IDA only","IDX","Population ages 0-14, total","SP.POP.0014.TO","110316872","113817095","117303130","120798306","124306815","127830814","131991856","136084621","140100235","144000634","147741697","151948685","155988442","159921386","163839453","167805762","172409618","176960644","181509865","186088232","190705970","196032058","201297615","206538901","211783840","217053190","223022671","228852296","234616702","240398292","246220925","252512582","258767038","264913709","270865666","276563721","282993152","289109117","295002746","300806606","306615223","313167661","319656928","326116953","332554812","338941104","345822020","352620623","359311476","365852151","372202420","378510126","384589008","390518134","396417831","402385751","408612130","414858401","421135977","427436914","433750125","440424829",
"Isle of Man","IMN","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population ages 0-14, total","SP.POP.0014.TO","182270641","187176691","192519783","197983195","203051192","207482205","212274848","216312897","219862306","223383970","227147673","231635540","236214691","240844888","245375869","249728337","254937707","259824349","264544442","269331987","274325590","280243741","286325512","292449087","298375131","303956111","310441837","316268764","321598341","326660932","331545788","336594423","341378977","345826028","349805826","353275738","356859181","359978013","362650374","364939727","366904765","369374970","371381358","373029803","374453957","375719593","377329653","378748574","379864848","380433170","380285233","380043059","378832737","376920173","374758022","372623066","369969885","367850970","365934400","363716695","361017585","359208473",
"Not classified","INX","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 0-14, total","SP.POP.0014.TO","874875","872894","875771","879906","883206","885741","887794","889025","889979","894288","904190","912066","927953","947822","967488","984438","1002947","1014891","1024291","1032809","1040777","1048964","1057426","1063702","1065844","1058126","1049162","1034875","1012071","988423","970115","949976","933397","916154","897137","878071","861271","846207","832339","821855","816744","813151","813474","816853","825387","840275","865763","896186","921422","937539","947864","965520","980882","995438","1011187","1028445","1034539","1038553","1041918","1043631","1038629","1029516",
"Iran, Islamic Rep.","IRN","Population ages 0-14, total","SP.POP.0014.TO","9361331","9726750","10109848","10492585","10848229","11165259","11499779","11793281","12058132","12315238","12577087","12873728","13172293","13483666","13819351","14190176","14612712","15073300","15584876","16170490","16851781","17706670","18636880","19619874","20617661","21593799","22646624","23629377","24497904","25195820","25676104","26002279","26101812","26012535","25790866","25475726","24928604","24352755","23730406","23039982","22287870","21532350","20761099","20010919","19334598","18761902","18373806","18062957","17850505","17742762","17735659","17771744","17899328","18112415","18398378","18744296","19121494","19561678","20021875","20442137","20783801","21118239",
"Iraq","IRQ","Population ages 0-14, total","SP.POP.0014.TO","3021819","3104048","3233365","3389912","3542296","3677775","3836580","3979453","4115624","4261553","4424272","4616239","4808655","5004961","5206023","5410450","5610515","5820892","6030538","6224416","6394985","6582788","6748304","6895806","7035265","7172430","7323083","7476251","7634142","7799455","7976419","8138099","8308951","8491496","8689671","8904658","9121083","9355007","9600259","9846771","10087900","10361646","10629053","10882625","11112887","11312731","11525479","11710255","11895238","12125177","12434038","12678202","13000840","13363996","13706095","13983683","14315215","14560894","14753341","14945946","15169413","15360816",
"Iceland","ISL","Population ages 0-14, total","SP.POP.0014.TO","61260","62755","63945","64882","65693","66377","66990","67425","67569","67314","66729","66144","66085","66073","65883","65507","65153","64450","63666","63091","62758","62629","62825","63157","63323","63239","63144","63186","63476","63612","63565","63921","64519","65029","65349","65293","65357","65219","65033","64996","65251","65186","65254","65356","65454","65815","66613","67394","67685","67031","66144","66176","66220","66482","66858","67198","67572","68644","69953","70840","71183","71301",
"Israel","ISR","Population ages 0-14, total","SP.POP.0014.TO","771161","794984","832212","859402","885986","904635","916465","940937","943041","952629","974620","998825","1023049","1067295","1101212","1125889","1158949","1189038","1215789","1248643","1280627","1306359","1332027","1356812","1372323","1390951","1401153","1411049","1420080","1428464","1456477","1526374","1555974","1571983","1588048","1607881","1635220","1664777","1694195","1729234","1765867","1806012","1838308","1866568","1896560","1930051","1951568","1977982","2007206","2048970","2078457","2129027","2179403","2230054","2281902","2334787","2386758","2434901","2480544","2524760","2564421","2595365",
"Italy","ITA","Population ages 0-14, total","SP.POP.0014.TO","12586782","12642172","12665521","12680337","12726399","12807411","12919325","13019530","13107606","13189604","13267612","13295466","13351549","13415599","13435960","13388952","13315304","13158083","12933641","12675264","12401401","12092277","11787436","11480763","11161225","10828647","10517635","10199775","9889280","9601440","9344252","9138485","8956036","8797699","8655699","8526746","8427291","8340901","8263135","8198797","8156572","8114478","8102241","8129899","8179124","8212477","8246196","8286180","8328946","8346864","8345544","8351741","8346070","8397465","8413319","8329425","8248168","8157364","8053687","7864324","7720883","7552131",
"Jamaica","JAM","Population ages 0-14, total","SP.POP.0014.TO","675163","692110","709056","725146","740198","754824","776732","799895","823177","845359","865587","877536","887427","894641","898900","900344","888198","876563","867040","861132","859127","859695","862589","865802","866614","863562","862201","856729","849547","844337","842995","840333","841174","844271","847332","849182","850561","851896","852959","853635","853466","851129","846545","840269","833139","825497","813010","800729","787828","773819","759217","747936","737185","727318","718653","711162","706330","701419","697030","693766","691673","688336",
"Jordan","JOR","Population ages 0-14, total","SP.POP.0014.TO","406262","427433","446295","466345","492725","529142","577546","632703","690884","745771","792042","840343","882327","918406","949781","977951","1022364","1059639","1092914","1126856","1164721","1196983","1236671","1280745","1324678","1366702","1415924","1460894","1507490","1563486","1632100","1678129","1736406","1796418","1844258","1872302","1925886","1961993","1985953","2006447","2029215","2050674","2074380","2104290","2145881","2204965","2282747","2372917","2476614","2593462","2721450","2859831","3001705","3137427","3252332","3333810","3388133","3413910","3412673","3390356","3352124","3296016",
"Japan","JPN","Population ages 0-14, total","SP.POP.0014.TO","28210797","27660669","27035360","26392451","25805761","25335919","25045134","24828894","24724163","24764066","24934572","25404367","25845063","26386128","26874647","27232071","27616386","27737984","27688143","27603034","27548247","27221610","27040168","26901533","26625812","26152454","25707463","25049795","24256158","23487799","22812668","22215235","21697320","21244447","20813915","20384800","19991722","19649841","19346340","19043944","18752313","18537284","18309332","18083961","17858252","17670854","17499393","17391195","17304542","17208544","17103469","17009491","16901251","16779297","16649583","16514831","16411052","16270688","16101001","15921606","15717672","15457533",
"Kazakhstan","KAZ","Population ages 0-14, total","SP.POP.0014.TO","3602350","3840763","4071022","4282967","4466276","4612166","4735567","4812460","4852841","4876367","4896375","4881653","4884908","4894572","4889867","4861477","4851541","4820255","4785558","4772669","4791242","4802652","4839494","4895840","4957064","5013058","5058732","5105438","5144869","5139292","5138138","5151346","5097645","5010332","4865449","4697281","4548861","4411711","4276503","4174069","4096602","3979115","3874879","3792626","3738282","3708587","3712883","3728343","3780487","3852533","3926224","4041472","4173722","4328826","4502569","4683614","4859112","5035220","5201579","5346980","5466184","5545232",
"Kenya","KEN","Population ages 0-14, total","SP.POP.0014.TO","3775911","3944835","4113758","4282089","4449472","4616385","4799109","4979253","5160694","5349056","5548018","5768986","6000314","6241768","6491657","6749152","7030183","7314759","7605946","7908027","8223007","8559208","8905659","9258293","9610456","9957288","10320803","10673645","11014723","11341656","11651342","11958205","12237573","12495816","12745168","12994222","13270206","13569784","13879859","14180139","14463358","14813397","15126148","15426796","15753578","16124833","16514577","16949403","17407862","17851720","18258696","18652467","18998206","19303072","19582398","19842337","20063033","20264239","20445078","20605512","20750132","20887253",
"Kyrgyz Republic","KGZ","Population ages 0-14, total","SP.POP.0014.TO","788417","848301","906342","964216","1019046","1067152","1113734","1153030","1186600","1214241","1234791","1248437","1265301","1282306","1298617","1310225","1318395","1322223","1323491","1327590","1336427","1350692","1372030","1400129","1430202","1459096","1496973","1534302","1568955","1608300","1643865","1679726","1703313","1703990","1700745","1712919","1719557","1724378","1727966","1725724","1711534","1694501","1671350","1645199","1620502","1598146","1592582","1589240","1592439","1607137","1628755","1657427","1701751","1757694","1816630","1876418","1940501","1994623","2045452","2098374","2148261","2179405",
"Cambodia","KHM","Population ages 0-14, total","SP.POP.0014.TO","2617586","2699394","2790894","2883714","2964629","3025996","3080585","3113439","3132995","3154311","3186554","3231568","3292183","3348250","3365293","3319386","3233415","3086902","2918842","2791448","2749001","2735129","2821993","2975772","3137960","3273264","3452322","3573832","3671482","3797009","3974797","4145524","4362527","4597560","4803213","4952571","5083163","5147136","5147186","5108776","5055507","5004198","4970821","4954311","4941241","4919913","4884569","4846707","4808363","4779983","4769772","4787157","4803021","4825072","4859074","4905112","4948930","5006532","5070166","5127182","5170334","5202013",
"Kiribati","KIR","Population ages 0-14, total","SP.POP.0014.TO","18621","19302","19919","20478","20980","21442","21894","22270","22571","22791","22918","22971","22961","22914","22848","22792","22788","22880","23044","23229","23395","23801","24065","24268","24573","25103","25633","26456","27453","28409","29178","29992","30609","31073","31502","31964","32365","32809","33239","33555","33745","33997","33951","33776","33761","34085","34150","34856","35860","36699","37159","37918","38177","38189","38339","38831","39286","40120","41170","42149","42901","43497",
"St. Kitts and Nevis","KNA","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population ages 0-14, total","SP.POP.0014.TO","10815062","11252127","11607404","11906855","12179850","12457325","12692945","12933585","13174919","13371097","13500408","13572546","13594704","13572146","13523783","13456908","13389560","13272232","13129767","13001897","12910900","12770163","12687592","12621241","12489145","12260287","12075875","11782514","11432892","11123078","10904922","10642790","10543055","10531595","10496633","10384495","10379342","10238121","10004763","9803319","9690554","9526930","9423711","9355239","9249519","9071871","8878924","8666459","8453952","8213199","7979006","7798029","7589308","7378906","7197695","7030737","6913344","6792869","6692296","6598174","6501721","6348156",
"Kuwait","KWT","Population ages 0-14, total","SP.POP.0014.TO","92586","106175","122103","140496","160773","182540","209270","237072","266242","296437","326739","353318","380197","407448","434591","461165","481432","499648","516409","533268","551433","567526","585763","606847","629636","652667","687139","718495","741081","747330","731333","684337","","","","493370","490069","505730","533743","561983","580356","588256","585846","579320","578376","589682","597088","614412","639864","668014","694627","726963","754778","777761","797208","813312","842698","868917","891131","907460","916557","915379",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 0-14, total","SP.POP.0014.TO","83538308","86241969","89041621","91860293","94576818","97124649","99841585","102313413","104605745","106824194","109016634","111257294","113463636","115611683","117657696","119589163","121554921","123452067","125293389","127103763","128898973","130847202","132726843","134552697","136326102","138028496","139752311","141369241","142877680","144271238","145541983","146691490","147767994","148740686","149585558","150296093","150842542","151259308","151560343","151762429","151869252","151882479","151802964","151636658","151384775","151038998","150582651","150008566","149332530","148592846","147800197","146993936","146238874","145532149","144862384","144229509","143640897","143064954","142509191","141965405","141405425","141090380",
"Lao PDR","LAO","Population ages 0-14, total","SP.POP.0014.TO","893843","917428","941058","964504","987285","1009261","1034949","1059129","1082930","1108011","1135239","1169160","1204921","1240376","1272035","1297433","1332583","1361557","1387358","1414933","1447956","1478719","1514396","1554185","1596525","1640390","1687381","1735669","1784951","1834886","1885019","1944965","2003342","2058995","2109893","2154167","2201111","2238499","2267607","2290508","2308297","2316453","2322302","2324885","2323387","2318559","2309206","2300202","2291723","2283953","2276694","2272200","2266212","2261111","2260455","2265852","2273213","2286361","2302325","2315949","2324339","2333253",
"Lebanon","LBN","Population ages 0-14, total","SP.POP.0014.TO","751057","784837","821788","858443","889757","912900","931260","941536","946868","952710","962553","975995","992717","1009650","1021677","1025252","1028854","1027031","1021598","1015884","1012522","1015527","1019740","1024603","1029023","1032275","1025872","1019144","1016131","1022950","1044294","1055707","1080245","1111049","1137300","1150956","1171094","1176450","1174452","1177531","1194872","1246625","1307561","1368158","1411748","1425950","1404738","1360454","1308531","1274438","1278705","1347549","1450276","1575428","1696109","1785890","1812412","1813138","1790022","1753157","1711056","1656095",
"Liberia","LBR","Population ages 0-14, total","SP.POP.0014.TO","460004","473589","488365","503774","518651","532450","549554","565272","580144","595049","610539","629916","649302","668931","688911","709357","733374","756502","779774","804754","832249","865914","901601","935411","961079","973618","981745","979562","968542","951725","932358","912700","888948","869823","867331","890843","937299","1005396","1085319","1160116","1216082","1264967","1296864","1318587","1342842","1379510","1430184","1489902","1555124","1618662","1674617","1726181","1771704","1811718","1848087","1882426","1917424","1950422","1981803","2012124","2041896","2073717",
"Libya","LBY","Population ages 0-14, total","SP.POP.0014.TO","604674","630357","658780","689859","723124","758568","799610","842684","888072","936044","986602","1041742","1097707","1154480","1211701","1268732","1326037","1381921","1436468","1489539","1540908","1587376","1630825","1670496","1705535","1735278","1768138","1796602","1820420","1839014","1852220","1865621","1871513","1871388","1867774","1861951","1853806","1845760","1837251","1826695","1813832","1800246","1784791","1769369","1756986","1749205","1750011","1756153","1765692","1775078","1782016","1796911","1808945","1820273","1834278","1852834","1864855","1878099","1891319","1902314","1909172","1906702",
"St. Lucia","LCA","Population ages 0-14, total","SP.POP.0014.TO","40136","41113","42112","43139","44253","45483","46543","47770","49186","50706","52155","52065","51892","51653","51405","51226","51262","51377","51523","51649","51713","51335","51045","50912","51026","51424","50715","50363","50273","50346","50490","50557","50719","50940","51183","51430","51593","51628","51494","51158","50603","49854","48844","47673","46478","45365","44212","43256","42359","41422","40417","39350","38298","37262","36290","35405","34797","34216","33702","33289","32966","32677",
"Latin America & Caribbean","LCN","Population ages 0-14, total","SP.POP.0014.TO","93310150","96274600","99337027","102418831","105387010","108169251","111130413","113817790","116304960","118704296","121068483","123462852","125814398","128101687","130279634","132335525","134425062","136442293","138401619","140324104","142228524","144306862","146307045","148249993","150148117","151989048","153854123","155633102","157313127","158871482","160292930","161603652","162816462","163908765","164863983","165676465","166315940","166812532","167174010","167415272","167538329","167548611","167455753","167263978","166975963","166586701","166095875","165479362","164759990","163985382","163170525","162365023","161629534","160933950","160217491","159451723","158722056","157918383","157091360","156346711","155704497","155197446",
"Least developed countries: UN classification","LDC","Population ages 0-14, total","SP.POP.0014.TO","102424783","105530982","108610690","111684288","114764000","117862550","121545968","125175449","128755275","132256206","135634816","139456200","143133340","146717130","150284238","153892894","158099810","162241289","166371615","170525135","174712476","179589635","184406664","189196634","193987147","198802751","204284872","209632491","214926102","220248809","225638192","231498523","237366946","243178957","248818127","254200162","260314494","266110135","271697451","277244075","282867101","289200790","295563564","301941779","308269448","314477515","321205423","327762154","334199624","340601857","347023765","353545144","359997693","366391886","372731909","379022712","385422968","391761633","398034017","404229654","410336075","416682924",
"Low income","LIC","Population ages 0-14, total","SP.POP.0014.TO","60238646","61994590","63567624","65064679","66641842","68383641","70457796","72691738","75009547","77279619","79438845","82016582","84413531","86698854","88977438","91301526","93884240","96475209","99070250","101633047","104139147","107015997","109835489","112618097","115396160","118212201","121572264","124858690","128167087","131610930","135247816","139259979","143423618","147671456","151877485","155954018","160690968","165255741","169745545","174295683","178990775","184192141","189436177","194735957","200081546","205448213","211221591","216968926","222648972","228196365","233561815","238923984","244069223","249061812","254007780","258990873","264307328","269620932","274939503","280259016","285587181","291252855",
"Liechtenstein","LIE","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population ages 0-14, total","SP.POP.0014.TO","4150403","4265541","4358211","4437490","4518245","4607779","4690970","4786198","4883837","4967705","5029233","5090085","5124869","5142895","5160845","5188426","5218542","5264367","5317593","5364150","5397066","5444210","5474136","5493368","5511904","5533794","5550616","5563599","5571345","5571328","5562124","5535595","5512357","5484822","5442942","5382143","5325958","5249532","5162285","5082684","5023580","4985546","4972173","4977679","4989701","5000528","5038455","5068442","5092445","5116191","5142080","5151474","5137324","5156922","5179668","5194827","5214828","5233856","5243490","5223227","5191482","5191763",
"Lower middle income","LMC","Population ages 0-14, total","SP.POP.0014.TO","400824300","413449203","426627170","439946655","452709390","464565914","477405975","489121320","500019973","510631855","521244749","532974293","544567230","556051829","567372007","578536459","591490437","603963115","616262261","628818377","641889500","656899971","672229001","687702090","702902117","717526460","733860032","749035263","763201082","776576677","790150250","803108695","815134821","826059151","835666618","843952661","852212065","859256147","865119940","870036836","874343030","880258958","885647833","890686406","895571822","900422236","905822269","911308329","916892132","922519013","928211032","934533316","940348959","945922492","951334190","956638746","961934690","967178298","972194869","976680584","980502108","984713752",
"Low & middle income","LMY","Population ages 0-14, total","SP.POP.0014.TO","896991189","914220263","938805929","968502740","995965473","1020657929","1049013768","1072929862","1094591308","1116556454","1139560657","1165716244","1190610421","1214519846","1236500833","1255650889","1274471519","1290630197","1305075455","1318671493","1331797310","1345697023","1360983559","1376548247","1391734836","1407204047","1428389776","1449645898","1470674568","1490713492","1509965396","1532361488","1549395013","1562909971","1575417921","1587895599","1594739631","1604931052","1615414534","1621944025","1623142634","1627762547","1626691979","1622429496","1619287604","1619572799","1622873779","1629016563","1637640219","1647094040","1656505543","1667782102","1679209695","1690633143","1702135247","1713665108","1725802559","1737717301","1748761421","1758644338","1767068101","1775333219",
"Lesotho","LSO","Population ages 0-14, total","SP.POP.0014.TO","373152","381781","390069","398241","406626","415415","424884","434811","445089","455564","466197","478300","490483","503077","516545","531177","547073","563642","580660","597714","614471","633131","651492","669239","685968","701414","717895","732826","746491","759405","771777","780728","789259","796759","802696","806774","813111","818007","820512","819341","813394","802970","789430","773614","757169","741745","731812","721500","711666","703141","696201","694303","693406","692539","690688","687764","689435","689816","689768","690009","690620","694010",
"Late-demographic dividend","LTE","Population ages 0-14, total","SP.POP.0014.TO","424288987","426831952","435957635","449927102","462184816","472537941","484872146","494105073","501933787","510209272","519314699","530021254","539484851","548001372","554849771","559221909","561137459","561079381","559638435","557140383","553678493","548738781","544942103","541332810","537665245","534866828","535538545","537471730","540152603","542565960","543865635","548469478","547960783","545682658","543620287","543257224","536183685","533549478","532281453","527967766","518838893","510810067","497799908","482077567","467609847","456555840","447614182","441450384","437776212","435126527","432630473","431608361","431427485","431721086","432418601","433361893","434681796","436040018","436872753","437089087","436435237","434830545",
"Lithuania","LTU","Population ages 0-14, total","SP.POP.0014.TO","754038","766306","777045","787868","799832","811644","821498","831306","839636","844620","848659","848021","845601","841314","835344","827600","824077","817437","809273","801389","795969","791611","792631","797377","802634","807293","815260","822483","829198","833754","834418","832810","827784","818262","805149","789666","774069","757934","740654","721838","701290","671827","643437","615730","587155","557289","532901","511867","493077","476101","457326","443436","435412","430133","426539","423963","419963","416553","416938","422905","432590","434987",
"Luxembourg","LUX","Population ages 0-14, total","SP.POP.0014.TO","66505","68078","69826","71341","72724","73899","74855","75296","75419","75465","75285","75227","75073","74633","74233","73642","72529","71386","70363","69343","68303","67230","65903","64598","63604","63035","62971","63278","63899","64899","66272","67786","69475","71358","73343","75323","77123","78636","79996","81362","82652","83577","84294","85030","85818","86624","87021","87354","87941","88669","89447","90199","91075","91822","92555","93289","94516","95802","96535","97385","98078","99664",
"Latvia","LVA","Population ages 0-14, total","SP.POP.0014.TO","467491","476193","484874","493566","501132","505892","508538","509231","509542","509369","509458","509116","511358","514461","516169","514796","518535","517379","513621","510474","510536","510877","517862","528796","539224","547295","557067","565026","571066","573545","571428","569449","559986","545064","530136","515382","495772","477610","459883","442068","422762","400729","380694","362362","344651","328652","320850","313342","306363","300184","295529","292190","291825","292942","295175","298494","298410","302530","308266","312101","312284","315783",
"Macao SAR, China","MAC","Population ages 0-14, total","SP.POP.0014.TO","70161","72418","76299","81426","86743","91226","94991","97111","97505","96451","94164","88808","83189","77576","72019","66714","62955","59328","56525","55426","56338","55983","57859","61043","64248","66915","72336","76442","79933","83648","87706","90492","93221","95643","97316","98127","98802","99116","99082","98656","97725","95884","93063","89540","85788","82166","78358","75183","72752","70970","69792","70276","70975","72094","73771","75957","79233","82681","86244","89787","93209","96280",
"St. Martin (French part)","MAF","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population ages 0-14, total","SP.POP.0014.TO","5511528","5771187","6048332","6326334","6579702","6794451","7010107","7191422","7345031","7484385","7615646","7744571","7859387","7963573","8060952","8155506","8251470","8347104","8444348","8546613","8656474","8797958","8944857","9093093","9233854","9359274","9495491","9601026","9684441","9759959","9834352","9879641","9940059","9997275","10023875","10006425","9989584","9921920","9822124","9722907","9642217","9546438","9487124","9450543","9413519","9366167","9331374","9281226","9230692","9206301","9222311","9252518","9326197","9428550","9530738","9614555","9709991","9767980","9802211","9836259","9880215","9889861",
"Monaco","MCO","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population ages 0-14, total","SP.POP.0014.TO","649640","678108","707911","736512","760655","778049","788878","793436","792451","789143","785289","775639","769722","765966","761506","754068","751705","743932","734542","728592","729265","733411","743357","756628","769614","780470","794290","807548","818327","825582","828855","830084","825311","815171","801420","785381","766702","747718","730715","710148","685799","656850","625098","592089","561392","534767","516046","500785","488960","479836","472613","465051","459296","455109","452345","447627","442335","435757","429525","423456","416353","406990",
