"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Cameroon","CMR","Population ages 0-14, total","SP.POP.0014.TO","2066923","2122954","2181122","2241093","2301864","2363118","2438783","2512905","2587224","2663988","2744390","2838851","2935253","3034109","3135442","3239429","3356808","3475606","3596879","3722098","3852220","3998184","4147941","4301281","4457504","4616024","4790972","4964309","5136025","5305648","5471853","5648846","5820189","5984783","6140909","6287520","6442065","6586664","6723903","6858645","6995203","7154771","7318140","7485886","7657833","7834423","8039624","8244889","8452987","8666897","8887234","9124138","9363031","9602253","9838320","10068780","10303610","10530818","10750090","10961789","11166234","11374106",
"Congo, Dem. Rep.","COD","Population ages 0-14, total","SP.POP.0014.TO","6612287","6800322","6978771","7154848","7338372","7534716","7780754","8032301","8287237","8539590","8784828","9069850","9342780","9609091","9876843","10151481","10480854","10811306","11138919","11455751","11755475","12098138","12424419","12742775","13065294","13402716","13805187","14206511","14626285","15090561","15617193","16252998","16940044","17645223","18311359","18891942","19483677","19995386","20458093","20928273","21452139","22098391","22788311","23521886","24288984","25082555","25981329","26894837","27830147","28794600","29790152","30883280","31987779","33102007","34219746","35334812","36515648","37674170","38810574","39924875","41014814","42136320",
"Congo, Rep.","COG","Population ages 0-14, total","SP.POP.0014.TO","425386","439041","453199","467847","482877","498261","515656","533183","551010","569394","588481","609623","631184","653123","675345","697778","722276","746823","771329","795673","819733","844781","868941","892400","915410","938093","961163","984232","1007147","1029664","1051806","1074670","1097222","1119985","1143712","1168891","1196068","1224835","1255079","1286417","1318699","1354607","1390782","1428612","1470002","1516112","1565034","1618361","1674001","1728518","1779358","1839176","1894289","1945992","1996470","2047076","2095786","2143643","2190230","2234913","2277331","2316565",
"Colombia","COL","Population ages 0-14, total","SP.POP.0014.TO","7497972","7778655","8065802","8352973","8630086","8890239","9144240","9374643","9582480","9769179","9933161","10080689","10202130","10299610","10380578","10453847","10499061","10558918","10628800","10699498","10766636","10876846","10966794","11048562","11141210","11253222","11369601","11504468","11650431","11794641","11931200","12069061","12209430","12344878","12466790","12569782","12681364","12757415","12810228","12858239","12908990","12926318","12956075","12981995","12978061","12931243","12871414","12764671","12624292","12475104","12331562","12163555","12013044","11879711","11760146","11656662","11584059","11521649","11460727","11387177","11287640","11220445",
"Comoros","COM","Population ages 0-14, total","SP.POP.0014.TO","78957","81303","83707","86146","88540","90851","93389","95853","98225","100484","102617","104890","106973","109105","111625","114795","118841","123393","128285","133213","137879","142781","147499","152115","156766","161586","167085","172555","178052","183580","189111","194822","200440","205907","211169","216156","221082","225804","230293","234527","238510","242730","246699","250551","254455","258534","263139","267885","272791","277858","283080","288831","294660","300544","306376","312077","318053","323704","329087","334280","339315","344242",
"Cabo Verde","CPV","Population ages 0-14, total","SP.POP.0014.TO","85006","88307","93221","99080","104772","109724","115497","120421","124525","127918","130382","131214","131533","131401","130977","130572","131279","131836","132361","133110","134286","134630","135604","137115","138925","140861","143464","146085","148826","151977","155787","159763","164215","168814","173033","176479","179595","181733","183023","183720","183960","182618","181212","179503","177212","174280","171515","168214","164700","161571","159192","157534","156801","156776","156989","157109","157100","156859","156483","156217","156130","155451",
"Costa Rica","CRI","Population ages 0-14, total","SP.POP.0014.TO","603128","630386","655545","679203","702268","724821","747595","768642","787676","804015","817210","826427","833327","838235","842053","845823","849863","855524","862644","870925","880420","896267","911680","928110","947412","970225","995216","1023503","1053741","1083445","1111065","1137102","1159466","1178456","1195050","1209611","1221268","1230932","1237371","1238870","1234692","1230159","1220126","1206134","1190774","1175775","1161225","1148375","1136657","1124881","1112649","1104571","1095757","1087059","1079599","1073771","1070535","1068070","1066118","1063957","1061003","1057485",
"Caribbean small states","CSS","Population ages 0-14, total","SP.POP.0014.TO","1764308","1813805","1861240","1905679","1946434","1983383","2024508","2062389","2096881","2128259","2156232","2159721","2164112","2167424","2167146","2162555","2142558","2120110","2098588","2083203","2076254","2068457","2070284","2077018","2080604","2076454","2076760","2066087","2050288","2038772","2036233","2029849","2033174","2041671","2047467","2046393","2038063","2025172","2010046","1996514","1986031","1972647","1960068","1947916","1935386","1921926","1899673","1878038","1856147","1834062","1812691","1795976","1780357","1766072","1753161","1741354","1733030","1724185","1715599","1708078","1701630","1693561",
"Cuba","CUB","Population ages 0-14, total","SP.POP.0014.TO","2503849","2552801","2643513","2756134","2859201","2936904","3036732","3090391","3119820","3159338","3224571","3272852","3355902","3449089","3511923","3523124","3512937","3445205","3337304","3223447","3124091","3001696","2910286","2839457","2769346","2692919","2647940","2593703","2538385","2494269","2464759","2453382","2441210","2432716","2430817","2435675","2415401","2417140","2426418","2424008","2401518","2379267","2331862","2269540","2210148","2162343","2114524","2077440","2048168","2020226","1991584","1965817","1944748","1926368","1908240","1888391","1878620","1860352","1838054","1818157","1803279","1780421",
"Curacao","CUW","Population ages 0-14, total","SP.POP.0014.TO","51456","52176","53071","53929","54764","55602","55736","56128","56864","57447","57617","58102","57238","55701","55041","54269","52527","50847","48883","47220","45907","44774","44169","43569","42937","42358","41894","41317","40608","39969","39609","39226","38998","38976","38901","38837","38647","38316","37107","35247","33363","30956","30104","29961","29699","29672","30323","30608","30599","30517","30796","30730","30761","30991","31200","31237","31272","30881","30089","29117","28165","27165",
"Cayman Islands","CYM","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Population ages 0-14, total","SP.POP.0014.TO","210309","210886","209073","205768","202337","199523","197445","195473","193657","191858","189974","186941","183994","181852","180670","180054","178487","176880","175251","173430","171294","172310","172693","173041","173875","175445","178660","181866","185702","190339","195411","198543","201672","204672","207085","208653","211523","212636","212620","212094","211296","211107","210358","209137","207469","205505","204678","203572","202249","200563","198453","198146","197453","196773","196347","196155","197443","198619","199651","200247","200146","200011",
"Czechia","CZE","Population ages 0-14, total","SP.POP.0014.TO","2471190","2422402","2384869","2346166","2306255","2261663","2232351","2193362","2152051","2120544","2093555","2072758","2089612","2125101","2166885","2206995","2264360","2310777","2350076","2386568","2411901","2429492","2441446","2443523","2438870","2430088","2388046","2357332","2328787","2289011","2227371","2180798","2121257","2051311","1984263","1925838","1868887","1816995","1770665","1727591","1684165","1625911","1585675","1556561","1529730","1504282","1496048","1487981","1484865","1485799","1491710","1509172","1526840","1545218","1567597","1593951","1606738","1629994","1656845","1677933","1685507","1692433",
"Germany","DEU","Population ages 0-14, total","SP.POP.0014.TO","15618625","15892981","16273136","16703487","17084277","17406230","17762093","17966259","18095870","18234539","18232699","18152923","18024026","17785747","17456686","17039035","16443577","15959502","15518120","15048371","14539329","14161906","13666713","13134680","12680366","12380642","12241435","12219310","12314787","12489590","12668332","12854209","13016909","13142923","13218805","13279946","13211967","13163273","13103524","13015233","12884644","12759626","12564383","12321459","12087504","11889313","11674278","11503624","11363524","11226122","11095807","10844585","10798616","10750923","10731881","10796469","10964972","11117936","11292622","11466404","11605595","11670191",
"Djibouti","DJI","Population ages 0-14, total","SP.POP.0014.TO","36262","38502","40878","43478","46432","49775","53739","58076","62725","67555","72493","77627","82695","88354","95630","105216","117705","131954","146366","158521","166794","173866","177286","179253","183300","191922","204085","220975","239799","255855","265743","273487","275116","272964","271043","272094","274196","279147","285588","291045","294032","297463","298803","298576","297727","296656","292007","287071","282043","277368","273600","273647","274695","276437","278137","279299","281825","283060","283593","284327","285654","286655",
"Dominica","DMA","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Population ages 0-14, total","SP.POP.0014.TO","1154416","1151346","1145666","1138789","1133962","1132209","1135000","1138446","1140951","1143369","1147954","1150226","1151908","1153416","1150866","1142854","1133514","1121350","1106145","1088190","1067393","1042944","1016714","989923","964127","941426","920629","904745","892206","882315","875450","878098","881735","887157","895725","909015","925690","941413","957069","972179","986199","994477","1002730","1009431","1013520","1014949","1013188","1010669","1007951","1003124","995794","992145","982348","970533","961230","957278","950693","950743","953532","953621","949454","953354",
"Dominican Republic","DOM","Population ages 0-14, total","SP.POP.0014.TO","1588639","1653429","1718266","1782325","1844135","1902624","1959339","2012210","2061584","2108081","2151893","2194088","2233467","2270353","2305036","2337652","2369424","2399287","2427718","2455263","2482179","2508541","2535103","2561821","2588447","2614750","2640211","2665418","2690741","2716888","2744158","2769790","2797385","2825627","2852425","2876368","2898325","2916159","2930909","2944433","2957529","2967314","2978067","2988088","2995124","2998109","2997126","2992357","2984480","2975651","2967710","2963577","2961567","2961447","2962491","2964046","2966847","2970019","2973171","2975625","2976593","2976045",
"Algeria","DZA","Population ages 0-14, total","SP.POP.0014.TO","4929676","5109273","5309971","5520500","5723378","5910859","6110754","6288068","6450690","6612538","6780567","6970104","7165998","7366953","7568478","7769158","7994050","8214705","8435835","8664256","8903581","9164536","9425766","9685620","9939409","10182090","10422359","10644263","10844820","11020053","11166205","11293951","11391374","11452226","11467255","11430498","11359757","11233621","11063573","10869703","10666957","10429461","10208576","10006007","9825264","9677314","9593466","9565265","9593827","9677591","9815649","10072051","10343599","10647526","11001501","11404929","11814428","12267582","12731309","13152871","13498893","13793272",
"East Asia & Pacific (excluding high income)","EAP","Population ages 0-14, total","SP.POP.0014.TO","360097607","361529602","370149333","384108689","396643603","407501621","420887678","431328998","440555118","450395851","461190689","473890979","485191937","495430502","503881551","509697467","512604877","513485948","512849326","510926727","507774993","502833291","498851367","494907131","490771680","487488860","487756833","489276712","491660999","494049426","495802605","501041882","502328219","501529698","501177822","502158305","497361182","496800745","497530857","495373985","488755986","483795508","474151537","461837241","450547365","442273005","435092528","430531934","428205448","426738203","425380518","424840657","425006616","425405300","425948665","426509733","427526833","428302472","428481459","428217737","427481710","425854250",
"Early-demographic dividend","EAR","Population ages 0-14, total","SP.POP.0014.TO","403998043","416655899","429865481","443237421","456153219","468300925","481502554","493750822","505265589","516523395","527770658","540286695","552597057","564755476","576688634","588395910","601595817","614322189","626881391","639696560","653028299","668061716","683389222","698822202","713970003","728562361","744737095","759834039","773957198","787220513","800602619","813172208","824635021","834976567","844181106","852315030","860298084","867380815","873499412","878664144","883016259","888536622","893203971","897284000","901149341","904986652","908755779","912592594","916384074","919903865","923035835","926160084","928558530","930491932","932201029","933813536","935474815","937118359","938663111","939913418","940772053","942188732",
"East Asia & Pacific","EAS","Population ages 0-14, total","SP.POP.0014.TO","410016138","411670584","420377811","434299905","446787786","457683979","471233449","481727788","491163369","501362331","512578907","525900955","537681069","548445709","557360994","563389367","566526225","567277690","566282945","564038509","560641674","555229390","551019502","546896268","542360499","538352117","537967971","538487599","539668557","540929764","541752520","546104581","546731748","545442649","544606167","545000233","539856188","538762970","538888433","536135851","529047563","523620592","513552168","500829098","489101098","480345333","472654727","467602021","464868768","462942816","461110804","460227448","460033380","460055960","460262036","460530653","461384879","461993200","462013472","461597150","460647223","458581784",
"Europe & Central Asia (excluding high income)","ECA","Population ages 0-14, total","SP.POP.0014.TO","81750997","83891800","85712502","87167432","88287134","89084185","89510695","89547870","89299668","88949154","88613620","87975253","87622530","87439809","87225364","86879054","87130670","87054745","86873862","86946680","87445497","88147091","89251463","90628539","92040309","93263047","94596435","95725784","96604127","97184151","97351194","97582900","97316743","96614429","95576426","94339491","92616544","91052998","89480409","87652870","85600915","83662250","81534542","79417969","77568983","76116024","75094004","74403216","74109655","74133925","74503741","75361411","76436943","77767147","79207659","80656764","82056967","83299486","84351607","85232769","85860404","86021527",
"Europe & Central Asia","ECS","Population ages 0-14, total","SP.POP.0014.TO","187007947","190237459","192803147","194743883","196299864","197555420","198521092","199075783","199258682","199177137","198811232","198073427","197538062","196959690","196192008","195195340","194595395","193602663","192430916","191379115","190631221","190200084","190001715","189999400","190089225","190123731","190471503","190707928","190787864","190629271","190073260","189687665","188768032","187423034","185676043","183666990","180996138","178502572","175993838","173237161","170202635","167301569","164283696","161387834","158872613","156874823","155588710","154777247","154453580","154409452","154617630","155485150","156561802","157859275","159325493","160887210","162322143","163726985","165005865","165954730","166428067","166226046",
"Ecuador","ECU","Population ages 0-14, total","SP.POP.0014.TO","1972034","2040872","2116868","2196441","2273522","2345299","2421239","2491549","2557894","2623528","2690136","2763725","2835758","2906431","2975162","3041391","3110116","3175564","3238058","3298028","3355887","3415784","3474066","3530666","3585504","3638806","3697137","3753083","3807459","3861231","3914732","3971915","4027388","4081362","4134122","4185692","4240478","4295339","4347951","4394887","4434201","4476973","4509586","4534971","4557940","4581117","4596628","4615017","4633671","4648787","4659040","4669193","4676228","4682804","4693421","4711021","4734092","4760596","4788505","4813714","4832774","4859869",
"Egypt, Arab Rep.","EGY","Population ages 0-14, total","SP.POP.0014.TO","11215192","11621224","11934248","12187572","12438308","12715638","13063488","13429929","13799873","14139312","14428602","14774114","15066293","15322178","15574301","15843904","16166464","16515659","16886370","17268952","17661307","18111519","18565099","19031086","19523555","20047348","20623293","21221633","21821653","22384552","22878961","23372296","23757053","24058494","24322353","24576889","24746812","24949518","25150789","25297781","25369622","25476045","25499550","25482076","25490171","25560699","25677963","25861929","26123315","26477282","26943890","27520562","28266115","29119814","29983715","30795829","31777147","32574004","33265918","33966135","34712880","35268713",
"Euro area","EMU","Population ages 0-14, total","SP.POP.0014.TO","66718361","67559655","68258040","68855188","69425738","70005609","70677676","71185414","71589453","71916784","72078332","72045295","72022162","71871104","71537076","71019144","70296948","69420782","68429244","67350206","66231296","65168675","64025352","62856138","61717587","60658303","59818993","59015751","58287248","57667367","57130402","56703319","56329550","55966984","55553634","55109807","54610718","54122835","53628503","53171254","52778018","52459890","52202653","52000743","51851544","51732802","51760521","51845940","51934225","51927137","51837648","51734491","51721749","51695445","51658106","51617233","51573315","51541331","51534228","51430127","51256853","50909412",
"Eritrea","ERI","Population ages 0-14, total","SP.POP.0014.TO","437716","450242","461289","471762","482947","495401","511171","527631","544490","561086","577127","595873","613631","630831","648056","665613","685637","705596","725712","746255","767483","791718","815815","839990","864675","889960","922493","955550","985808","1008433","1020049","1041732","1055250","1063013","1068814","1075304","1061777","1048324","1038487","1037203","1047868","1044472","1052504","1066782","1080875","1091532","1128443","1161856","1192700","1222587","1251794","1291398","","","","","","","","","","",
"Spain","ESP","Population ages 0-14, total","SP.POP.0014.TO","8333672","8454129","8546476","8624436","8723637","8849326","8962511","9108708","9267929","9388844","9505914","9589801","9663308","9728666","9779171","9812853","9853020","9864012","9845241","9799543","9727915","9644422","9521780","9366684","9192202","9004403","8762151","8532334","8299852","8046977","7771321","7531089","7293122","7053723","6827207","6624202","6458064","6303956","6168293","6057073","5978403","5928270","5953907","6031670","6122016","6219106","6389665","6575946","6742615","6844776","6890323","6985679","7004343","6964215","6928257","6923218","6863553","6850761","6863827","6870785","6820080","6728250",
"Estonia","EST","Population ages 0-14, total","SP.POP.0014.TO","279864","283764","287378","290067","292293","294027","295542","295818","296407","297631","299435","301604","304141","306507","308220","309045","311891","313743","315071","316652","319434","321673","325365","329746","333807","337286","341298","345167","348131","349491","348094","344538","334250","320078","307222","296183","281700","269854","259661","252717","245631","236513","227505","218805","211230","205340","202113","200084","199595","200254","201494","203654","205397","207042","209082","212181","212246","213705","216237","218444","219340","219147",
"Ethiopia","ETH","Population ages 0-14, total","SP.POP.0014.TO","9626873","9873600","10116131","10359532","10607853","10862150","11188843","11501791","11813952","12142454","12497376","12936934","13401472","13863653","14278387","14612876","14874687","15079755","15272199","15515405","15855964","16364002","16923269","17522222","18136762","18751709","19411552","20066501","20734632","21434292","22172371","23051336","23949656","24851335","25732856","26573733","27467876","28321306","29146560","29958535","30769881","31728415","32671355","33612524","34557653","35493947","36345061","37161977","37937051","38671534","39378224","40027759","40670322","41302714","41921504","42527396","43224175","43890819","44544971","45208570","45890745","46634522",
"European Union","EUU","Population ages 0-14, total","SP.POP.0014.TO","93003482","93881296","94467814","94848117","95173699","95479249","95795430","96095451","96321687","96419352","96263189","96098076","95883496","95522783","95090411","94642936","94068245","93470489","92819506","92038879","91128371","90305534","89288347","88150841","87022829","85982605","85024520","84160888","83365087","82553801","81688108","80940361","80105118","79259836","78365512","77443858","76399861","75411816","74444818","73498186","72508771","71551631","70685008","69955652","69330854","68804626","68546086","68398707","68319523","68205703","68003865","67886845","67804935","67703124","67638710","67636573","67542265","67582771","67702264","67682219","67484051","67095818",
"Fragile and conflict affected situations","FCS","Population ages 0-14, total","SP.POP.0014.TO","97061127","99613475","102260161","104934330","107516123","109954168","112909007","115638065","118237867","120862612","123597052","126800665","130068121","133398910","136754859","140117994","143954982","147740359","151492805","155225448","158923934","163269948","167491925","171621658","175658850","179611118","184035453","188277785","192472205","196790220","202272082","207321953","212538724","217754227","222716536","227285317","232263683","236904649","241319862","245756865","250407021","256017535","261745810","267619523","273616381","279692819","286389705","293091400","299807982","306538635","313276779","320225053","327123716","333911844","340481833","346803325","353453064","359744442","365825860","371913099","378170074","384608891",
"Finland","FIN","Population ages 0-14, total","SP.POP.0014.TO","1346904","1340730","1322226","1295828","1267130","1239562","1218271","1200735","1183607","1160711","1133868","1109657","1090435","1071334","1053296","1036590","1017296","1003511","992865","981766","970080","967682","962045","955518","951558","951100","948502","949812","953800","958424","962711","965161","969287","972655","973638","971220","971519","965202","955090","945547","938755","927562","921765","918729","915164","909636","905638","900027","893845","888958","886165","888376","891049","894254","897097","898350","897595","895149","890492","884359","877269","867145",
"Fiji","FJI","Population ages 0-14, total","SP.POP.0014.TO","190148","196681","202792","208429","213469","217685","221294","224054","226016","227250","227882","229413","230473","231102","231431","231599","234896","238060","241313","245039","249496","254726","260657","267134","273291","278052","280194","280696","280182","279701","280070","280471","281706","283099","283826","283550","285305","285822","285549","284989","284111","276548","269516","262861","256539","250872","251349","251532","251247","250472","249350","250746","251999","253674","256117","259266","259499","260178","260741","260701","260070","261027",
"France","FRA","Population ages 0-14, total","SP.POP.0014.TO","12290073","12506008","12632439","12686267","12715048","12742606","12801231","12831349","12849188","12867690","12893409","12912224","12953960","12996985","13004308","12954947","12907530","12789370","12629163","12478391","12367151","12219933","12152421","12128764","12091958","12016010","12007219","11930947","11822440","11736212","11694428","11648232","11643715","11660898","11665261","11646007","11616046","11582788","11544252","11519629","11516741","11560115","11589482","11611205","11641682","11684236","11757020","11830508","11902095","11964878","12015680","12080462","12138463","12188809","12218166","12213213","12174167","12118737","12049134","11971760","11895017","11807262",
"Faroe Islands","FRO","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population ages 0-14, total","SP.POP.0014.TO","20223","20982","21870","22830","23772","24642","25583","26483","27271","27877","28246","28716","28966","29135","29418","29976","30472","31234","32229","33352","34526","35450","36459","37457","38338","39052","39926","40574","41106","41724","42510","43517","44685","45796","46578","46855","46634","46096","45264","44292","43341","43033","42674","42277","41806","41238","40124","39081","38129","37316","36727","36317","36013","35821","35734","35713","35633","35644","35715","35800","35878","35999",
"Gabon","GAB","Population ages 0-14, total","SP.POP.0014.TO","155264","158377","161506","164801","168462","172625","178039","183752","189723","195782","201815","209698","217211","224591","232155","240097","248739","257715","266941","276292","285707","295902","306069","316300","326767","337533","349204","360954","372778","384626","396417","408799","420999","432923","444392","455280","466065","476243","485871","495038","503818","512001","519982","528154","537049","547112","555707","565652","577428","591460","607969","625219","644378","665157","686592","707651","734656","760308","784680","807755","829393","851328",
"United Kingdom","GBR","Population ages 0-14, total","SP.POP.0014.TO","12133551","12299220","12407100","12468457","12542544","12664101","12853460","13032783","13201157","13343284","13451800","13503556","13525349","13491466","13386121","13212419","12986814","12720479","12425031","12126425","11838533","11575587","11329711","11121933","10957654","10831087","10797527","10767882","10759649","10789419","10857602","10922197","11015255","11122231","11220677","11292175","11313861","11309759","11286166","11251817","11208652","11141187","11058658","10971756","10900812","10858761","10847629","10865439","10903174","10942419","10981280","11102455","11180989","11244242","11326012","11431700","11540882","11649486","11748914","11827156","11858093","11865286",
"Georgia","GEO","Population ages 0-14, total","SP.POP.0014.TO","1042848","1084391","1126023","1165683","1200765","1229309","1249452","1261319","1266608","1268296","1267274","1257618","1248377","1237389","1224939","1209354","1196043","1180304","1162845","1149100","1140248","1136622","1137115","1141661","1148564","1157618","1169949","1181738","1195501","1198895","1193788","1193277","1188922","1175354","1124815","1044415","995785","949961","911548","878771","848926","821875","797965","776237","757676","742467","723238","708006","698024","687033","679901","679725","680739","685890","695082","706549","717565","728046","737679","745201","752749","751361",
"Ghana","GHA","Population ages 0-14, total","SP.POP.0014.TO","2927870","3035106","3135207","3231393","3328939","3429080","3556661","3683178","3809313","3935197","4061649","4194575","4327886","4456381","4572980","4672830","4790057","4890326","4981569","5076480","5184700","5286361","5400769","5524866","5653274","5782363","5930106","6077296","6225432","6376189","6530230","6703297","6873099","7039832","7203566","7363354","7534755","7705413","7872634","8032575","8184332","8341348","8485498","8623184","8764430","8915028","9069966","9234685","9404722","9572715","9735034","9922520","10104932","10283492","10460258","10636089","10829606","11013747","11191260","11365594","11537744","11705356",
"Gibraltar","GIB","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population ages 0-14, total","SP.POP.0014.TO","1411760","1446019","1482708","1519672","1553004","1580946","1616207","1645311","1669605","1691562","1712539","1748220","1781844","1813962","1844911","1875197","1920552","1965082","2010186","2057593","2108562","2166488","2226226","2289180","2356890","2430236","2512948","2598583","2685956","2772701","2856778","2959766","3057972","3152456","3244948","3336308","3443279","3547777","3648148","3741714","3826399","3926071","4016470","4100158","4181558","4264256","4350767","4439846","4530146","4619437","4706227","4792527","4876340","4960593","5050070","5148302","5240546","5339679","5443689","5549105","5653530","5764972",
"Gambia, The","GMB","Population ages 0-14, total","SP.POP.0014.TO","155000","158281","160944","163328","165892","168946","173873","179077","184584","190224","195871","203063","209949","216804","223952","231553","240540","249856","259362","268667","277578","288198","297850","307609","318960","332850","348263","365633","384209","402347","418849","441008","461257","480211","498825","517628","538797","559488","579941","600202","620272","639595","658995","678260","697020","715077","734611","753335","771629","790173","809545","832478","855752","879473","903669","928286","955363","982436","1009368","1035971","1062124","1089748",
"Guinea-Bissau","GNB","Population ages 0-14, total","SP.POP.0014.TO","247081","250471","254180","257935","261226","263969","268399","272020","275257","278758","282792","288974","295513","301925","307399","311439","317436","322050","326384","332056","340253","349375","360677","373407","386256","398288","411255","422653","432976","442987","453103","463922","474738","485125","494428","502354","512636","521355","529187","537083","545569","554342","563503","572989","582684","592647","604619","616788","629406","642742","656938","673429","690193","707224","724359","741396","759288","776707","793564","809737","825127","840248",
"Equatorial Guinea","GNQ","Population ages 0-14, total","SP.POP.0014.TO","95873","97938","100165","102520","104926","107408","110858","114441","117469","118856","117755","116289","112507","107300","102121","98150","94667","92375","91717","93210","97443","104291","113364","123882","134397","143580","153098","160833","167314","173494","180056","185917","192385","199203","205933","212430","218714","224880","231337","238471","246407","254995","263896","273658","284568","296629","308532","321063","334554","348778","363324","378544","393292","408213","423409","438541","455063","470540","485844","501128","516007","533945",
"Greece","GRC","Population ages 0-14, total","SP.POP.0014.TO","2278855","2304478","2302775","2282446","2266279","2265766","2257295","2268659","2286962","2295951","2292333","2296051","2290209","2271023","2251671","2252452","2257236","2266314","2279655","2287235","2280111","2284877","2271801","2250644","2226047","2199040","2165996","2127864","2084672","2039802","2003171","1966528","1926656","1885325","1839401","1788609","1760349","1725083","1688347","1654178","1629581","1619969","1615342","1614737","1616378","1618266","1628385","1641432","1656127","1668694","1674313","1671338","1652358","1624733","1598531","1575504","1546920","1527681","1510250","1489935","1461259","1430930",
"Grenada","GRD","Population ages 0-14, total","SP.POP.0014.TO","44131","45158","45848","46295","46657","46976","47117","47142","47063","46851","46522","44697","43205","41942","40711","39358","38424","37215","36046","35415","35593","35514","36094","37028","37798","38056","38348","38188","37754","37422","37467","37359","37530","37857","38118","38169","37649","37050","36313","35397","34342","33287","32170","31101","30190","29427","28620","27861","27088","26267","25461","25433","25313","25224","25275","25473","25617","25905","26259","26564","26753","26849",
"Greenland","GRL","Population ages 0-14, total","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population ages 0-14, total","SP.POP.0014.TO","1896453","1962349","2030966","2099680","2164312","2222884","2286837","2344393","2396820","2446893","2496406","2557775","2617844","2677418","2737172","2797257","2870088","2944705","3021634","3101536","3184945","3279066","3375608","3472959","3569975","3665953","3766162","3863348","3958290","4053276","4149562","4244537","4343935","4443332","4538166","4627400","4721742","4806540","4887783","4972793","5068189","5155158","5244761","5330874","5407935","5471523","5523575","5558300","5579990","5596826","5613469","5616824","5625926","5637286","5643141","5640337","5644136","5638784","5629137","5622012","5620978","5626357",
"Guam","GUM","Population ages 0-14, total","SP.POP.0014.TO","26710","27218","27657","28164","28771","29422","30036","30580","31214","31953","32703","32877","33028","33302","33723","34244","34517","34769","35043","35379","35803","35985","36251","36602","37003","37441","37714","37977","38250","38563","38971","40121","41380","42691","43945","45010","45961","46662","47100","47317","47352","47476","47468","47346","47101","46740","46295","45733","45101","44458","43847","43203","42637","42148","41708","41327","41062","40796","40553","40375","40272","40166",
"Guyana","GUY","Population ages 0-14, total","SP.POP.0014.TO","266206","277020","287162","296397","304453","311130","316783","321575","325556","328906","331867","331371","330787","330453","330710","331606","332209","333322","333956","333195","330671","326040","321006","315704","309862","303171","295993","287664","279296","272628","268706","267232","268310","271015","273546","274695","272764","269725","266838","265548","266246","266487","268068","270061","271198","270776","265470","259385","252851","246684","241441","237080","233378","230288","227578","225106","223398","221521","219793","218629","218128","217163",
"High income","HIC","Population ages 0-14, total","SP.POP.0014.TO","225826317","228638697","230622878","231926555","232996759","233973736","234992410","235718774","236311380","236769188","237034641","237220941","237006838","236588187","235873109","234786092","233885620","232455046","230707458","229002299","227388934","225875608","224609634","223454511","222202965","220836591","220095411","219121188","218061467","217191822","216618418","216578513","216039686","216206028","216085509","216077086","215663496","214863785","213819896","212780870","211826841","210437162","209267075","208212370","207201918","206160722","205752771","205344569","205050918","204679020","204212956","203938792","203554090","203080524","202760035","202601560","202554434","202683590","202870513","202823246","202676555","201676925",
"Hong Kong SAR, China","HKG","Population ages 0-14, total","SP.POP.0014.TO","1249725","1296506","1350456","1387809","1408576","1430231","1435959","1454464","1458418","1449261","1448798","1436374","1424099","1424482","1423134","1394962","1363677","1322668","1281636","1292419","1276986","1274601","1272119","1277363","1277877","1277566","1263174","1244162","1223172","1206206","1182061","1164872","1151275","1148708","1150207","1145745","1180200","1164598","1147519","1134950","1123898","1093742","1063826","1029265","1005133","977563","942054","913576","886233","858223","837899","823533","811579","798293","798744","814260","821526","848386","886926","925477","948025","964626",
